,ltable_id,ltable_name,ltable_description,ltable_price,rtable_id,rtable_name,rtable_description,rtable_price,match,label,cf_summary
119,563,sony black 1080p upscaling dvd player dvpns700hb,sony black 1080p upscaling dvd player dvpns700hb 1080p upscaling video output through hdmi connection bravia sync high resolution jpeg output precision cinema progressive technology precision drive child lock multi disc resume multi brand tv remote control black finish,,763,sony dvp-fx820 / r portable dvd player dvpfx820/r,"8 ' lcd dvd + rw , dvd-rw , dvd + r , dvd-r , cd-rw dvd video , cd-da , mp3 , jpeg playback 1 disc ( s ) red",159.94,0.6685855,0,"{'ltable_price': 0.54, 'ltable_name': 0.54}"
120,793,canon deluxe soft black camera case 0716b001,canon deluxe soft black camera case 0716b001 compatible with canon powershot s2 is black finish,,991,canon powershot sx10 is digital camera 2665b001,"canon powershot sx10 is 10 megapixel digital camera w / 20x optical zoom , 28mm wide lens , 2.5 ' lcd , motion detection , & red eye correction",339.88,0.6950391,0,"{'ltable_price': 0.54, 'ltable_name': 0.54}"
121,893,klipsch 5.25 ' thx ultra2 in-ceiling white loudspeaker ks7502thx,klipsch 5.25 ' thx ultra2 in-ceiling white loudspeaker ks7502thx 100w continuous/400w peak power handling dual 1 ' titanium diaphragm compression drivers mated to wdst tractrix horn array dual 5.25 ' high-output cerametallic cone woofers mdf and aluminum motorboard/abs shell enclosure white finish price per speaker,1000.0,292,polkaudio tci series tc60i in-ceiling loudspeaker tc60iw,2-way speaker 125w ( rms ) white,132.83,0.7207684,0,"{'ltable_price': 0.51, 'ltable_name': 0.51}"
122,912,apple 16gb black 2nd generation ipod touch mb531lla,"apple 16gb black 2nd generation ipod touch mb531lla holds up to 3,500 songs in 128-kbps aac format , 20,000 ipod-viewable photos and 20 hours of video wi-fi ( 802.11 b/g ) nike + ipod support built-in maps location-based service 3.5 ' ( diagonal ) widescreen multi-touch display 480x320-pixel resolution 480p and 576p component tv out mac and windows compatible black finish",299.0,1002,apple ipod touch 32gb flash portable media player mb533ll/a,"audio player , video player , photo viewer 3.5 ' color lcd 32gb flash memory",394.99,0.517813,0,"{'ltable_price': 0.56, 'ltable_name': 0.56}"
123,247,weber genesis e-310 natural gas black outdoor grill 3841001,"weber genesis e-310 natural gas black outdoor grill 3841001 3 stainless steel burners 42,000 btu per-hour input electronic crossover ignition system porcelain enameled cast iron cooking grates 2 stainless steel work surfaces center mounted thermometer cast aluminum end caps black finish assembly required",719.0,320,weber genesis series 3770001 60 ' freestanding gas grill,,,0.5700033,0,"{'ltable_price': 0.5445544554455446, 'ltable_name': 0.5445544554455446}"
124,264,sirius external home antenna 14240,sirius external home antenna 14240 adjustable design durable uv-coated weather resistant construction included is a 30 cable and complete mounting hardware compatible with single input sirius home tuners and plug & play receivers,,390,sirius 14230 50-ft antenna extension cable dei14230,,,0.71132636,0,"{'ltable_price': 0.56, 'ltable_name': 0.56}"
125,900,sony cyber-shot black digital camera dsct500b,sony cyber-shot black digital camera dsct500b 10.1 megapixels 720p hd video recording 3.5 ' lcd plus touch screen display 4mb internal memory carl zeiss 5x optical zoom lens 16:9 high-resolution mode high sensitivity mode burst mode face detection technology high sensitivity iso 3200 in-camera retouching optical steadyshot image stabilization with double anti-blur solution hdtv compatibility bravia sync phototv hd stamina battery power black finish,,948,panasonic lithium ion digital camera battery cgr-s006a / 1b,lithium ion ( li-ion ) photo battery,49.99,0.6598411,0,"{'rtable_price': 0.5, 'rtable_name': 0.5, 'ltable_price': 0.5, 'ltable_name': 0.5}"
126,208,nikon en-el9 black rechargeable li-ion battery enel9,nikon en-el9 black rechargeable li-ion battery enel9 compatible with d40 and d60 digital camera black finish,,245,nikon en-el3e lithium ion digital camera battery 25334,nikon en-el3e rechargeable li-ion battery,34.24,0.667026,0,"{'rtable_price': 0.5643564356435643, 'rtable_name': 0.5643564356435643}"
127,906,nikon d90 black digital slr camera d90body,nikon d90 black digital slr camera d90body 12.3 megapixel 3 ' tft lcd display d-movie shooting function expeed image processing scene recognition system in-camera retouch menu low-noise performance active d-lighting viewfinder compatible with hdmi output body only lens sold separately black finish,,511,canon fs100 digital camera 2699b001,canon fs100 flash memory camcorder,299.95,0.6845493,0,"{'rtable_price': 0.55, 'rtable_name': 0.55}"
128,608,samsung 22 ' white flat panel lcd hdtv ln22a451,samsung 22 ' white flat panel series 4 lcd hdtv ln22a451 1680 x 1050 resolution 3000:1 contrast ratio srs trusurround xt cold cathode fluorescent lamp ( ccfl ) 8ms response time hidden bottom speakers pc compatible white finish,,1083,samsung ln32a450 32 ' 720p lcd hdtv,,,0.6958001,0,"{'ltable_price': 0.51, 'ltable_name': 0.51}"
129,841,canon eos rebel xs black digital slr camera xsreb1855b,canon eos rebel xs black digital slr camera xsreb1855b 10.1 megapixel cmos sensor digic iii image processor auto lighting optimizer 7-point af with center cross-type sensors 3.0 fps continuous shooting 2.5 ' tft lcd monitor eos integrated cleaning system dust delete data detection black finish,,418,canon eos 40d digital slr camera 1901b004,canon eos 40d 10 megapixel digital slr camera body only,849.95,0.7037918,0,"{'ltable_price': 0.53, 'ltable_name': 0.53}"
130,574,sony digital slr camera with lens kit dslra200w,sony alpha digital slr camera with lens kit dslra200w 10.2 megapixels 2.7 ' clear photo lcd screen super steadyshot in-camera image stabilization continuous burst mode bionz image processor iso sensitivity 9-point center cross af sensor scene selection modes dt 18-70mm f3 .5 zoom lens and 75-300mm f4.5-5 .6 compact super telephoto zoom lens included black finish,849.99,574,sony cyber-shot dsc-t300 digital camera black dsct300/b,10.1 megapixel 16:9 2x digital zoom 3.5 ' active matrix tft color lcd,273.95,0.72671956,0,"{'rtable_price': 0.53, 'rtable_name': 0.53}"
131,132,pioneer 6.5 ' 2-way marine white speakers tsmr1640,pioneer 6.5 ' 2-way marine speakers tsmr1640 160 watts maximum power handling ( 30 watts nominal ) 1-1/8 ' poly-ether imide dome tweeter with magnetic fluid and equalizer tinsel lead wire and terminals are gold-plated for extra protection,120.0,150,pioneer ts-p462 speaker,pioneer electronics ts-p462 4 ' x 6 ' 2-way component plate speaker with 150 watts maximum power,,0.5350662,0,"{'ltable_price': 0.6, 'ltable_name': 0.6}"
132,925,sony bravia black sxrd 1080p home theater front projector vplhw10,"sony bravia black sxrd 1080p home theater front projector vplhw10 sxrd 1920 x 1080p full hd panels 30,000:1 dynamic contrast ratio fully digital signal processing 200watts ultra-high-pressure lamp whisper-quiet fan noise and noise reduction function two hdmi inputs bravia theatre sync remote commander black finish",3499.0,761,sony bravia dav-hdx279wc home theater system,"dvd player , 6.1 speakers 5 disc ( s ) progressive scan dolby digital , dts , dolby pro logic ii black",318.01,0.7178056,0,"{'rtable_price': 0.58, 'rtable_name': 0.58}"
133,531,sony dvp-fx820 red 8 ' portable dvd player dvpfx820r,"sony dvp-fx820 red 8 ' portable dvd player dvpfx820r swivel & flip screen with dual sensor for remote control control buttons on screen bezel 12 bit video dac with 108 mhz processing removable , rechargeable battery & car adapter included red finish",,664,toshiba sd-p71s portable dvd player,toshiba sd-p71s 7 ' portable dvd player,119.36,0.6624645,0,"{'ltable_price': 0.53, 'ltable_name': 0.53}"
134,752,mitsubishi 835 diamond series 65 ' 1080p dlp rear projection hdtv wd65835,mitsubishi 835 diamond series 65 ' 1080p dlp rear projection hdtv wd65835 1920 x 1080 full hd resolution 6-color processor smooth 120hz x.v.color plush1080p 12-bit digital video processing color 4d video noise reduction 3d ready netcommand deepfield imager black finish,,884,mitsubishi wd-60735 60 ' projection tv,60 ' dlp hdtv ready,1288.0,0.69783723,0,"{'ltable_price': 0.54, 'ltable_name': 0.54}"
135,44,sony super audio cd player scdce595,sony super audio cd player scdce595 multi-channel super audio cd playback capability cd/cd-r/cd-rw playback capability multi-channel direct stream digitial decoder multi-channel management system sacd text/cd text capability eta late january 2009,149.0,210,sony dvpcx995v dvd player,"dvd + rw , dvd-rw , cd-rw dvd video , video cd , svcd , sacd , mp3 , jpeg playback 400 disc ( s ) progressive scan black",249.99,0.72810996,0,"{'rtable_price': 0.5148514851485149, 'rtable_name': 0.5148514851485149}"
136,684,sony 52 ' bravia w-series black lcd flat panel hdtv kdl52w4100,"sony 52 ' bravia w-series black lcd flat panel hdtv kdl52w4100 1920 x 1080 full hd resolution dmex motionflow 120hz technology advanced contrast enhancer ( ace ) bravia sync technology 24p true cinema 30,000:1 dynamic contrast ratio 3d comb filter cinemotion reverse 3:2 pulldown technology black finish",,1076,sony bravia xbr series kdl-46xbr6 46 ' lcd tv kdl46xbr6,"46 ' active matrix tft atsc , ntsc 16:9 1920 x 1080 dolby , surround hdtv 480i , 480p , 720p , 1080i , 1080p",1977.72,0.6937229,0,{'ltable_name': 0.51}
137,799,canon black leather camera case 1588b001,canon black leather camera case 1588b001 compatible with canon digital elph cameras protects your camera from dust and scratches wrist strap for easy portability black finish,,736,canon eos rebel xsi digital slr camera silver 2757b001,12.2 megapixel 3 ' active matrix tft color lcd,,0.7413128,0,"{'ltable_price': 0.52, 'ltable_name': 0.52}"
138,385,lg dlex7177rm cherry red xl capacity electric steamdryer dlex7177rd,lg dlex7177rm cherry red xl capacity electric steamdryer dlex7177rd 7.3 cu . ft. capacity intelligent electronic controls with dual led display and dial-a-cycle dual humidity sensors precise temperature control with a variable heater 4 way venting drum light cherry red finish,,424,lg xl capacity electric dryer,,,0.63564515,0,"{'ltable_price': 0.53, 'ltable_name': 0.53}"
139,865,nikon black 13.5 megapixel coolpix digital camera coolpixp6000bk,nikon black 13.5 megapixel coolpix digital camera coolpixp6000bk 13.5 effective megapixels 4x zoom-nikkor lens 2.7 ' high-resolution wide-viewing angle lcd monitor optical lens shift vr image stabilization wired lan connectivity built-in gps unit wireless remote control in-camera red-eye fix d-lighting black finish,,584,panasonic lumix dmc-tz5 digital camera black,"panasonic lumix dmc-tz5k 9 megapixel digital camera with 28mm wide-angle lens , 10x optical zoom , 3 ' lcd and hd output black",,0.67824244,0,"{'rtable_price': 0.56, 'rtable_name': 0.56}"
140,293,panasonic white integrated telephone system kxts600w,panasonic white integrated telephone system kxts600w speakerphone one-touch dialer 3-line lcd data port wall mountable white finish,,716,panasonic sc-pt660 home theater system,"dvd player , 5.1 speakers 5 disc ( s ) progressive scan 1000w rms dolby digital , dts , dolby pro logic",,0.68993145,0,"{'rtable_price': 0.51, 'rtable_name': 0.51}"
141,685,sony black 9 megapixel cyber-shot digital camera dsch50b,sony black 9 megapixel cyber-shot digital camera dsch50b 9 megapixels 3.0 ' tilt-up clear photo lcd plus display carl zeiss 15x optical zoom lens 15 mb internal memory versatile long distance flash smart zoom in-camera red-eye correction smile shutter technology face detection in-camera retouching super steadyshot optical image stabilization double anti-blur solution hdtv compatibility nightshot infrared system black finish,,573,sony cyber-shot dsc-w120 digital camera pink dscw120/p,16:9 2x digital zoom 2.5 ' active matrix tft color lcd,109.99,0.7135375,0,"{'rtable_price': 0.52, 'rtable_name': 0.52}"
142,370,nikon d300 digital slr digital camera d300body,"nikon d300 digital slr digital camera d300body 12.3 megapixel dx-format cmos sensor 3 ' super density 920,000-dot vga color monitor continuous shooting up to 6 frames per second fast accurate 51-point autofocus with 3d focus tracking scene recognition system ( srs ) dynamic integrated dust reduction system two liveview shooting modes picture control settings rugged magnesium-alloy construction black finish body only",,630,sony cyber-shot dsc-w120 digital camera silver dscw120,16:9 2x digital zoom 2.5 ' active matrix tft color lcd,106.42,0.7219448,0,"{'ltable_price': 0.6, 'ltable_name': 0.6}"
143,400,panasonic black expandable digital cordless dect 6.0 phone system kxtg8232b,panasonic black expandable digital cordless dect 6.0 phone system kxtg8232b large 1.5 ' color lcd extended talk time reduced interference hearing aid compatibility all-digital answering system 2 handsets piano black finish,,584,panasonic lumix dmc-tz5 digital camera black,"panasonic lumix dmc-tz5k 9 megapixel digital camera with 28mm wide-angle lens , 10x optical zoom , 3 ' lcd and hd output black",,0.6897798,0,"{'rtable_price': 0.56, 'rtable_name': 0.56}"
144,890,canon pixma ip2600 photo printer ip2600,"canon pixma photo printer ip2600 4800 x 1200 color dpi spectacular resolution fast photo printing fine technology 1,472 precision nozzles auto image fix easy-photoprint ex software 4 in 1 or 2 in 1 printing energy star qualified borderless 4 ' x 6 ' print approx. 55 seconds windows and mac compatible",49.0,551,canon pixma mx850 multifunction photo printer 2436b002,canon pixma mx850 office all-in-one printer,,0.73178434,0,"{'ltable_price': 0.51, 'ltable_name': 0.51}"
145,279,panasonic expandable digital cordless dect 6.0 answering system in silver kxtg1034s,panasonic expandable digital cordless dect 6.0 answering system in silver kxtg1034s 4 handsets extended talk time reduced interference all-digital answering system up to 17 hours of talk time expandable up to 6 handsets up to 3-way conference capability built-in clock with alarm digital speakerphone on handset silver finish,,607,panasonic lumix dmc-fs3 digital camera silver,"panasonic dmc-fs3s 8 megapixel compact digital camera with 33mm lens , 3x optical zoom , intelligent auto mode and 2.5 ' diagonal intelligent lcd silver",137.33,0.7036142,0,"{'ltable_price': 0.51, 'ltable_name': 0.51}"
146,99,sony vaio neoprene notebook with ac adapter case black finish vgpamc2,"sony vaio neoprene notebook with ac adapter case vgpamc2 helps protect your notebook from scratches , spills and dings neoprene offers durable , water-resistant protection fits 17 ' widescreen notebooks",24.0,990,sony vaio ns190j/s notebook vgnns190j/s,"sony vaio ns series ns190js notebook 2ghz intel core 2 duo t5800 , 4gb ram , 250gb hard drive , dvd + / - r/rw w / blu ray support , wireless link 5100agn , intel graphics media accelerator 4500mhd , 15.4 ' wxga lcd display , windows vista home premium ( silver )",949.99,0.70612407,0,"{'rtable_price': 0.59, 'rtable_name': 0.59}"
147,677,sony 46 ' bravia s-series black lcd flat panel hdtv kdl46s4100,"sony 46 ' bravia s-series black lcd flat panel hdtv kdl46s4100 1920 x 1080 full hd resolution 24p true cinema atsctm/ntsc tuner with qam 2,500:1 contrast ratio cinemotion reverse 3:2 pulldown technology 3d comb filter mpeg noise reduction black finish",,1076,sony bravia xbr series kdl-46xbr6 46 ' lcd tv kdl46xbr6,"46 ' active matrix tft atsc , ntsc 16:9 1920 x 1080 dolby , surround hdtv 480i , 480p , 720p , 1080i , 1080p",1977.72,0.69361377,0,{'ltable_name': 0.52}
148,846,speck seethru blue hard shell case for 15 ' macbook mb15bluseev2,speck seethru blue hard shell case for 15 ' macbook mb15bluseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support blue finish,,814,speck products seethru case for apple 13 ' macbook mb13-blk-see-v2,plastic black,,0.52882314,0,"{'rtable_price': 0.52, 'rtable_name': 0.52}"
149,257,sony progressive scan silver dvd player dvpns57ps,sony dvp-ns57p progressive scan silver dvd player dvpns57ps precision drive 3 system mp3 playback on screen display dolby digital decoding silver finish,,982,sony dvp-nc800h / s dvd player dvp-nc800hs,"dvd + rw , dvd-rw , dvd + r , dvd-r , cd-rw dvd video , cd-da , jpeg , mp3 , svcd , video cd playback 5 disc ( s ) progressive scan silver",128.69,0.7440151,0,"{'ltable_price': 0.59, 'ltable_name': 0.59}"
150,88,sony dvd-r recordable camcorder media 3dmr30l1h,"sony dvd-r recordable camcorder media 3 pack 3dmr30l1h 30 minute , 1.4 gb accucore technology store digital video , audio and multimedia files 3 pack",9.99,616,sony camcorder case lcsx30,"nylon , polyester",,0.7741982,0,"{'ltable_price': 0.53, 'ltable_name': 0.53}"
151,563,sony black 1080p upscaling dvd player dvpns700hb,sony black 1080p upscaling dvd player dvpns700hb 1080p upscaling video output through hdmi connection bravia sync high resolution jpeg output precision cinema progressive technology precision drive child lock multi disc resume multi brand tv remote control black finish,,866,sony dvp-fx820 / p portable dvd player dvpfx820/p,"8 ' lcd dvd + rw , dvd-rw , dvd + r , dvd-r , cd-rw dvd video , cd-da , mp3 , jpeg playback 1 disc ( s ) pink",148.72,0.66770184,0,"{'ltable_price': 0.54, 'ltable_name': 0.54}"
152,328,panasonic expandable digital cordless dect 6.0 phone system kxtg1032s,panasonic expandable digital cordless dect 6.0 phone system kxtg1032s up to 17 hours of talk time expandable up to 6 handsets up to 3-way conference capability light-up indicator with ringer/message alert backlit lcd on handset digital speakerphone 16-minute all-digital answering system silver finish,69.0,639,panasonic kx-tg9333t cordless phone kx-tg9333t,panasonic dect 6.0 1.9 ghz expandable cordless phone with digital answering system,,0.6969175,0,"{'rtable_price': 0.54, 'rtable_name': 0.54}"
153,987,canon silver powershot digital camera sd880is,canon silver powershot digital camera sd880is 10 megapixel 4x optical zoom optical image stabilizer 3.0 ' purecolor lcd ii digic 4 image processor face detection self-timer red-eye correction 19 shooting modes print/share button silver finish,,791,sony cyber-shot dsc-w150 digital camera gold dscw150n,8.1 megapixel 16:9 2x digital zoom 2.7 ' active matrix tft color lcd,129.99,0.7282295,0,"{'rtable_price': 0.52, 'rtable_name': 0.52}"
154,572,samsung 46 ' series 5 lcd black flat panel hdtv ln46a550,"samsung 46 ' series 5 lcd black flat panel hdtv ln46a550 full 1080p high definition resolution 16:9 widescreen aspect ratio 30,000:1 dynamic contrast ratio 5ms response time srs trusurround xt audio built-in digital tuner ( atsc/clear qam ) picture-in-picture sound leveler 3 hdmi slots swivel stand black finish",,988,samsung 9 series ln46a950 46 ' lcd tv,"46 ' atsc , ntsc 181 channels 16:9 1920 x 1080 surround hdtv 1080p",2699.98,0.70173675,0,"{'rtable_price': 0.54, 'rtable_name': 0.54}"
155,747,nikon coolpix p80 digital camera in black coolpixp80,nikon coolpix p80 digital camera in black coolpixp80 10.1 megapixels 18x optical wide-angle zoom-nikkor lens 2.7 ' high-resolution lcd electronic viewfinder auto adjusts up to iso 6400 in-camera red-eye fix face-priority af d-lighting high quality tv movies with sound black finish,,245,nikon en-el3e lithium ion digital camera battery 25334,nikon en-el3e rechargeable li-ion battery,34.24,0.68399656,0,"{'rtable_price': 0.62, 'rtable_name': 0.62}"
156,902,canon powershot black digital camera sx110isb,canon powershot sx110 is black digital camera sx110isb 9.0 megapixel 10x optical zoom lens with optical image stabilizer technology 3.0 ' lcd display digic iii image processor face detection motion detection 20 shooting modes including 8 special scene modes red-eye correction automatic iso settings print-share button power by aa batteries for convenient black finish,,732,sony cyber-shot dsc-h50 digital camera black dsch50b,9.1 megapixel 16:9 2x digital zoom 3 ' active matrix tft color lcd,329.0,0.63668245,0,"{'ltable_price': 0.51, 'ltable_name': 0.51}"
157,491,canon black eos rebel xsi digital slr camera xsireb1855,canon black eos rebel xsi digital slr camera xsireb1855 12.2 megapixel digic iii image processor extensive noise reduction technology auto optimization 3.0 ' lcd monitor compatible with compact sd and sdhc memory cards eos integrated cleaning system 18-55mm lens included 2756b003 black finish,,1012,panasonic lumix dmc-fz28 digital camera black,"panasonic dmc-fz28k lumix 10 megapixel digital camera with 27mm leica dc vario-elmarit lens , 18x optical zoom and intelligent auto mode black",,0.7201171,0,"{'ltable_price': 0.56, 'ltable_name': 0.56}"
158,825,nikon d700 digital slr digital camera d700body,"nikon d700 digital slr digital camera d700body 12.1 megapixels fx-format cmos sensor continuous shooting up to 5 frames per second 3 ' super-density 920,000-dot vga color monitor two live view shooting modes rugged magnesium-alloy construction 51-point af with 3d focus tracking dynamic integrated dust reduction system 1,005-pixel 3d color matrix metering ii scene recognition system black finish body only",,584,panasonic lumix dmc-tz5 digital camera black,"panasonic lumix dmc-tz5k 9 megapixel digital camera with 28mm wide-angle lens , 10x optical zoom , 3 ' lcd and hd output black",,0.6788048,0,"{'rtable_price': 0.53, 'rtable_name': 0.53}"
159,902,canon powershot black digital camera sx110isb,canon powershot sx110 is black digital camera sx110isb 9.0 megapixel 10x optical zoom lens with optical image stabilizer technology 3.0 ' lcd display digic iii image processor face detection motion detection 20 shooting modes including 8 special scene modes red-eye correction automatic iso settings print-share button power by aa batteries for convenient black finish,,980,canon dc310 digital camcorder 2694b001,"canon dc310 dvd camcorder w / 41x advanced zoom , built-in lens cover , image stabilization , & canon exclusive - digic dv ii",289.95,0.68860227,0,"{'ltable_price': 0.56, 'ltable_name': 0.56}"
160,906,nikon d90 black digital slr camera d90body,nikon d90 black digital slr camera d90body 12.3 megapixel 3 ' tft lcd display d-movie shooting function expeed image processing scene recognition system in-camera retouch menu low-noise performance active d-lighting viewfinder compatible with hdmi output body only lens sold separately black finish,,662,canon eos rebel xsi digital slr camera with ef-s 18-55mm f/3 .5 -5.6 is lens black 2756b003,canon eos rebel xsi 12 megapixel digital slr camera with 18-55mm is lens black,649.88,0.6790874,0,"{'ltable_price': 0.63, 'ltable_name': 0.63}"
161,987,canon silver powershot digital camera sd880is,canon silver powershot digital camera sd880is 10 megapixel 4x optical zoom optical image stabilizer 3.0 ' purecolor lcd ii digic 4 image processor face detection self-timer red-eye correction 19 shooting modes print/share button silver finish,,1000,"canon powershot sd990 is 14 megapixel digital camera w / 3.7 x optical zoom , ua len , face detection , 2.5 lcd , & iso 1600 silver 3191b001",,299.88,0.6286869,0,"{'ltable_price': 0.51, 'ltable_name': 0.51}"
162,863,lacie little disk 320gb black portable hard drive 301829,"lacie little disk 320gb black portable hard drive 301829 compact , thin and lightweight design back up , synchronize and secure files and settings extractable integrated usb cable and protective cap hi-speed usb 2.0 pc and mac compatible black finish",119.0,5,lacie pocket floppy disk drive 706018,lacie pocket usb floppy 1.44 mb,,0.5683091,0,"{'rtable_price': 0.52, 'rtable_name': 0.52}"
163,846,speck seethru blue hard shell case for 15 ' macbook mb15bluseev2,speck seethru blue hard shell case for 15 ' macbook mb15bluseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support blue finish,,818,speck products seethru case for apple 13 ' macbook mb13-red-see-v2,plastic red,,0.5279446,0,"{'rtable_price': 0.51, 'rtable_name': 0.51}"
164,865,nikon black 13.5 megapixel coolpix digital camera coolpixp6000bk,nikon black 13.5 megapixel coolpix digital camera coolpixp6000bk 13.5 effective megapixels 4x zoom-nikkor lens 2.7 ' high-resolution wide-viewing angle lcd monitor optical lens shift vr image stabilization wired lan connectivity built-in gps unit wireless remote control in-camera red-eye fix d-lighting black finish,,538,nikon coolpix s550 digital camera cool blue 26109,10 megapixel 16:9 4x digital zoom 2.5 ' active matrix tft color lcd,169.95,0.7061063,0,"{'ltable_price': 0.55, 'ltable_name': 0.55}"
165,564,sony silver 1080p upscaling 5-disc dvd player dvpnc800hs,sony silver 1080p upscaling 5-disc dvd changer dvpnc800hs 5 disc dvd/cd changer 1080p upscaling video output through hdmi connection bravia sync high resolution jpeg output precision cinema progressive technology precision drive 3 system child lock multi disc resume multi brand tv remote control silver finish,,313,sony dvpns57p dvd player dvpns57ps,"dvd-r , dvd + r , dvd + rw , dvd-rw , cd-rw dvd video , svcd , video cd , jpeg , mp3 playback 1 disc ( s ) progressive scan silver",45.32,0.685662,0,"{'rtable_price': 0.57, 'rtable_name': 0.57}"
166,229,weber genesis s-310 natural gas stainless steel outdoor grill 3870001,"weber genesis s-310 natural gas stainless steel outdoor grill 3870001 3 stainless steel burners 42,000 btu-per-hour input electronic crossover ignition system center mounted thermometer cast aluminum end caps 2 heavy duty front locking casters stainless steel finish assembly required",919.0,877,weber genesis ep-320 blue lp gas grill,,,0.6248315,0,"{'rtable_price': 0.52, 'rtable_name': 0.52}"
167,708,onkyo black 7.1-channel home theater system hts5100b,onkyo hts5100 black 7.1-channel home theater system hts5100b connect up to 3 hdmi-enabled sources audio playback from your ipod music optimizer corrects room distortion compatible with sirius satellite radio 4 digital inputs advanced 32-bit processing dsp chip double bass function ipod dock included black finish,,717,panasonic sc-pt760 home theater system,panasonic sc-pt760 premium sound dvd home theater system with kelton subwoofer,319.97,0.69525135,0,"{'ltable_price': 0.55, 'ltable_name': 0.55}"
168,594,panasonic 5.8 ghz black expandable digital cordless phone system kxtg4324b,panasonic 5.8 ghz black expandable digital cordless phone system kxtg4324b 4 handsets system digital answering machine ringer id call waiting caller id voicemail hold mute clock alarm led lighting night mode speakerphone intercom 11 days standby 5 hours talk time black finish,,640,panasonic kx-tg9332t cordless phone,"1 x phone line ( s ) black , metallic",,0.6949422,0,"{'rtable_price': 0.54, 'rtable_name': 0.54}"
169,865,nikon black 13.5 megapixel coolpix digital camera coolpixp6000bk,nikon black 13.5 megapixel coolpix digital camera coolpixp6000bk 13.5 effective megapixels 4x zoom-nikkor lens 2.7 ' high-resolution wide-viewing angle lcd monitor optical lens shift vr image stabilization wired lan connectivity built-in gps unit wireless remote control in-camera red-eye fix d-lighting black finish,,936,nikon coolpix s610 digital camera midnight black 26125,10 megapixel 16:9 4x optical zoom 4x digital zoom 3 ' active matrix tft color lcd,,0.6953182,0,"{'ltable_price': 0.54, 'ltable_name': 0.54}"
170,997,canon pink 8.0 megapixel powershot digital camera sd1100isp,canon pink 8.0 megapixel powershot digital camera sd1100isp 8.0 megapixel 3x optical zoom 2.5 ' color lcd 18 shooting modes red-eye correction face detection technology isaps technology melody pink finish,178.0,654,canon powershot sd890 is digital camera 2566b001,"canon powershot sd890 is 10 megapixel , 5x optical zoom , 2.5 ' lcd , ua lens digital camera",198.0,0.7130511,0,"{'ltable_price': 0.52, 'ltable_name': 0.52}"
171,197,logitech harmony 1000 silver touch screen remote control h1000,logitech harmony 1000 silver touch screen remote control h1000 one-touch activity controls easy-to-use 3.5 ' touch screen rechargeable computer-based set-up help button control devices without line-of-sight ( up to 100 feet ),,145,sony learning remote control rmvl600,"tv , dvd player , vcr , cd player , satellite receiver , dvr 32.81 ft universal remote",19.99,0.7332271,0,"{'ltable_price': 0.56, 'ltable_name': 0.56}"
172,941,canon black eos 50d digital slr camera with 28-135mm lens 50d28135,canon black eos 50d digital slr camera with 28-135mm lens 50d28135 15.1 megapixel cmos sensor digic 4 image processor 3.0 ' clear view lcd 9 cross-type high-precision sensors enhanced live view eos integrated cleaning system creative auto hdmi output lens peripheral illumination correction black finish,,874,canon eos rebel xs digital slr camera with ef-s 18-55mm 1:3.5 -5.6 is lens black 2762b003,"canon eos rebel xs digital slr camera with 10 megapixel , 2.5 ' lcd , 3 frames per sec & live view mode black",461.96,0.6886187,0,"{'ltable_price': 0.52, 'ltable_name': 0.52}"
173,711,lg 30 ' white freestanding gas range lrg30357wh,lg 30 ' white freestanding gas range lrg30357wh 5.0 cu . ft. capacity oven superboil burner 5 burner system smoothtouch controls warming drawer electronic ignition system one piece recessed cooktop self-cleaning oven white finish,,783,lg 5.6 cu.ft . freestanding electric range,,,0.66552496,0,"{'rtable_price': 0.57, 'rtable_name': 0.57}"
174,788,samsung l200 black 10.2 megapixel digital camera ecl200zbba,samsung l200 black 10.2 megapixel digital camera ecl200zbba 2.5 ' intelligent lcd screen 1/2 .33 ' high resolution ccd sensor 3x optical zoom lens dis ( digital image stabilization ) face detection function black finish,,1012,panasonic lumix dmc-fz28 digital camera black,"panasonic dmc-fz28k lumix 10 megapixel digital camera with 27mm leica dc vario-elmarit lens , 18x optical zoom and intelligent auto mode black",,0.685116,0,"{'ltable_price': 0.55, 'ltable_name': 0.55}"
175,754,sony black dvd recorder and vhs combo player rdrvx560,"sony black dvd recorder and vhs combo player rdrvx560 multiformat dvd compatible hdmi output with 1080p ,1080 i ,720 p upscaling usb one touch dubbing 4 video head stereo vhs with 19 micron heads virtual surround sound for dvd with stereo tv speakers black finish",219.0,570,sony hesv1000 blu-ray player/recorder,"dvd + rw , dvd-rw , bd-re , cd-rw , xd-picture card , compactflash ( cf ) , secure digital ( sd ) , mini secure digital ( minisd ) , memory stick , memory stick duo , memory stick pro bd video , dvd video , jpeg , mp3 , cd-da , mpe",,0.78638285,0,"{'ltable_price': 0.51, 'ltable_name': 0.51}"
176,329,panasonic 2 line integrated corded phone system kxtsc14b,panasonic 2 line integrated corded phone system kxtsc14b 3-line lcd display automatic line selection call waiting caller id 3-way conferencing speakerphone navigator key black finish,74.0,883,panasonic kxth1212b,,79.99,0.7264505,0,"{'rtable_price': 0.53, 'rtable_name': 0.53}"
