,explanation,label,latency,match,prediction,row,score_copy,score_drop,type
173,"{'ltable_description': 0.013319590948239177, 'ltable_id': 0.00416986373162299, 'ltable_name': 0.021860790760591567, 'rtable_id': 0.01688691879638616, 'rtable_name': -0.014809147209960374, 'type': 'mojito'}",0.0,1.3404381379950792,1.0,[0.334475   0.66552496],711-783,"[0.629421, 0.606002]","[0.6580693, 0.64171934]",mojito-d
174,"{'ltable_description': 0.015296610478500977, 'ltable_name': 0.003732035445750592, 'rtable_description': 0.01823206471542921, 'type': 'mojito'}",0.0,1.5879055159748532,1.0,[0.314884 0.685116],788-1012,"[0.6766383, 0.6766383]","[0.7557362, 0.78315073]",mojito-d
175,"{'ltable_description': 0.022632618557054066, 'rtable_description': 0.015517198140978999, 'rtable_id': 0.009106428351828216, 'rtable_name': -0.012101316098137796, 'type': 'mojito'}",0.0,1.716548640979454,1.0,[0.2136171  0.78638285],754-570,"[0.7899495, 0.7899495]","[0.77184105, 0.74186474]",mojito-d
176,"{'ltable_description': 0.00862385700531221, 'ltable_id': 0.008417421291040167, 'ltable_name': 0.005831277964464126, 'rtable_id': -0.013446835195314292, 'rtable_name': 0.0001547676621275057, 'type': 'mojito'}",0.0,1.2861642020288855,1.0,[0.2735495 0.7264505],329-883,"[0.74492437, 0.744232]","[0.74248666, 0.6830601]",mojito-d
177,"{'ltable_description': 0.02900660609532547, 'ltable_name': 0.02954441104065563, 'rtable_description': 0.045761807076855995, 'rtable_name': 0.015226055627274662, 'type': 'mojito'}",0.0,1.8707119610044174,1.0,[0.35202587 0.64797413],900-880,"[0.63791895, 0.636176]","[0.65157497, 0.6446055]",mojito-d
178,"{'ltable_description': 0.005395664702890159, 'ltable_id': 0.0019930291817296464, 'rtable_description': 0.005235796015026296, 'rtable_name': 0.002891271404766872, 'type': 'mojito'}",0.0,1.496735193009954,1.0,[0.30301434 0.69698566],590-716,"[0.69994193, 0.69994193]","[0.710638, 0.7176497]",mojito-d
179,"{'ltable_description': 0.012824913910639259, 'ltable_id': 0.015919869865922264, 'rtable_description': 0.014341241790031508, 'rtable_name': 0.01681804534465892, 'type': 'mojito'}",0.0,1.873892995994538,1.0,[0.304841 0.695159],941-662,"[0.69740504, 0.6955736]","[0.65828544, 0.6012454]",mojito-d
180,"{'ltable_description': 0.014600594678190115, 'ltable_id': 0.006666940709608602, 'ltable_name': 0.012601782216992923, 'rtable_description': 0.03871930279691933, 'rtable_name': 0.010834093491313616, 'type': 'mojito'}",0.0,1.6496192420017906,1.0,[0.2814115 0.7185885],879-840,"[0.7061516, 0.7061516]","[0.73531765, 0.7931713]",mojito-d
181,"{'ltable_description': 0.013372844751605835, 'ltable_name': 0.010289872648671984, 'rtable_description': 0.01596230303650035, 'rtable_name': 0.006060237903559404, 'rtable_price': 0.0201660642960787, 'type': 'mojito'}",0.0,1.7222993629984558,1.0,[0.29858324 0.7014168 ],567-719,"[0.7005044, 0.68846124]","[0.6941731, 0.7187868]",mojito-d
182,"{'ltable_description': 0.015505111062717672, 'ltable_name': 0.013962607872922994, 'rtable_id': -0.09171223883503193, 'rtable_name': 0.015560517943951704, 'type': 'mojito'}",0.0,1.6495977399754338,1.0,[0.38969612 0.6103039 ],576-1000,"[0.6624124, 0.7152085]","[0.6205152, 0.67673194]",mojito-d
183,"{'ltable_description': 0.021094611013256208, 'ltable_name': 0.0071858018085973014, 'rtable_description': 0.013911326244309564, 'rtable_name': 0.013245926893099546, 'type': 'mojito'}",0.0,1.7719610539497808,1.0,[0.29919416 0.70080584],342-1012,"[0.70311564, 0.70311564]","[0.7841737, 0.7997871]",mojito-d
184,"{'ltable_description': 0.02887775790757218, 'ltable_name': 0.01808445192774664, 'rtable_description': 0.019841023186976312, 'rtable_name': 0.011850533801786094, 'type': 'mojito'}",0.0,1.4237770269974135,1.0,[0.4621887 0.5378113],851-819,"[0.54617244, 0.54617244]","[0.5477139, 0.5489216]",mojito-d
185,"{'ltable_description': 0.02388926672630623, 'ltable_id': 0.01927240239273125, 'ltable_name': 0.01337646074690371, 'rtable_name': 0.03459679192516135, 'type': 'mojito'}",0.0,1.4281229019979946,1.0,[0.24522743 0.75477254],375-346,"[0.7526685, 0.77084804]","[0.5052085, 0.5143778]",mojito-d
186,"{'ltable_description': 0.03718655330298911, 'ltable_id': 0.005833979993047672, 'ltable_name': 0.011968362340461948, 'rtable_description': 0.01747788332532358, 'rtable_name': 0.010270594986291293, 'rtable_price': 0.017888533548077477, 'type': 'mojito'}",0.0,1.6378364600241184,1.0,[0.32850423 0.67149574],757-562,"[0.68726677, 0.67480934]","[0.79395545, 0.7739785]",mojito-d
187,"{'ltable_description': 0.016640444328471584, 'ltable_name': 0.0008792624217999648, 'rtable_description': 0.02043236138927243, 'rtable_name': -0.02632191678275412, 'type': 'mojito'}",0.0,1.673359743959736,1.0,[0.3028949 0.6971051],764-301,"[0.69303477, 0.69303477]","[0.69830346, 0.731043]",mojito-d
188,"{'ltable_description': 0.013891090166988957, 'ltable_name': 0.017949465791242878, 'rtable_name': 0.034174697331586124, 'type': 'mojito'}",0.0,1.435691784019582,1.0,[0.29138744 0.70861256],784-968,"[0.7084973, 0.7084973]","[0.5246508, 0.52507764]",mojito-d
189,"{'ltable_description': 0.012531740855773589, 'ltable_id': 0.02277209522557305, 'rtable_description': 0.015346904504967656, 'rtable_name': 0.012668984018645253, 'type': 'mojito'}",0.0,1.4072224569972605,1.0,[0.29831162 0.70168835],672-117,"[0.7004474, 0.6990594]","[0.63371724, 0.63503206]",mojito-d
190,"{'ltable_description': 0.014406473836590997, 'rtable_description': 0.0388951890402244, 'rtable_name': 0.013907407872725592, 'type': 'mojito'}",0.0,1.759944828983862,1.0,[0.31452465 0.68547535],841-991,"[0.680452, 0.680452]","[0.705988, 0.8053128]",mojito-d
191,"{'ltable_description': 0.010976817255700303, 'ltable_name': 0.011956640039366393, 'rtable_description': 0.049660047982431475, 'rtable_id': 0.00010520369438123276, 'type': 'mojito'}",0.0,1.9051716959802434,1.0,[0.27499896 0.72500104],482-578,"[0.7046695, 0.70159835]","[0.7329045, 0.72390974]",mojito-d
192,"{'ltable_description': 0.0134271500180127, 'ltable_name': 0.01052674319726549, 'rtable_description': 0.02162425637200837, 'type': 'mojito'}",0.0,1.6024482870125212,1.0,[0.32028413 0.67971593],757-843,"[0.67264414, 0.67264414]","[0.679602, 0.8011433]",mojito-d
193,"{'ltable_description': 0.008475170904031128, 'ltable_name': 0.006194831161641912, 'rtable_description': 0.01555405310968615, 'rtable_name': -0.006768957217776849, 'type': 'mojito'}",0.0,1.4010190300177783,1.0,[0.4036979  0.59630215],106-341,"[0.59540933, 0.59540933]","[0.5963658, 0.5968275]",mojito-d
194,"{'ltable_description': 0.020300114592209574, 'ltable_name': 0.024976345347342315, 'ltable_price': 0.017879478445942017, 'rtable_description': 0.027820001121345927, 'rtable_name': 0.010753582578989198, 'type': 'mojito'}",0.0,1.4660574219888076,1.0,[0.36324367 0.6367563 ],807-544,"[0.6421164, 0.6425911]","[0.6432959, 0.60164744]",mojito-d
195,"{'ltable_description': 0.0012276810330300403, 'ltable_name': 0.017006183421960978, 'rtable_description': 0.016713646390828483, 'rtable_id': 0.007812924661385596, 'type': 'mojito'}",0.0,1.3657180430018343,1.0,[0.32337734 0.6766226 ],293-758,"[0.67716396, 0.6907568]","[0.6830499, 0.702083]",mojito-d
196,"{'ltable_description': 0.012121414104146324, 'ltable_id': 0.014731687329178855, 'ltable_name': 0.009620412339316615, 'rtable_description': -0.009022967394751011, 'type': 'mojito'}",0.0,1.8439247669884935,1.0,[0.2801972 0.7198028],546-760,"[0.71929824, 0.7277668]","[0.6381363, 0.67414165]",mojito-d
197,"{'ltable_description': 0.024641298647193624, 'ltable_name': 0.027521171253541428, 'rtable_description': 0.0415027869272745, 'rtable_name': 0.015407525753654179, 'rtable_price': 0.024230268534856342, 'type': 'mojito'}",0.0,1.6615664440323599,1.0,[0.3063767 0.6936233],841-629,"[0.6871259, 0.69387573]","[0.6968094, 0.69437873]",mojito-d
198,"{'ltable_description': 0.013260850606523268, 'ltable_name': 0.009633619760634078, 'rtable_description': 0.01961745138863061, 'rtable_name': 0.011131153313108828, 'type': 'mojito'}",0.0,1.5213505290448666,1.0,[0.28668922 0.71331084],705-528,"[0.72067976, 0.72067976]","[0.7366425, 0.80385715]",mojito-d
199,"{'ltable_description': 0.02573815705984195, 'ltable_id': 0.030273326583590707, 'ltable_name': 0.01911836795650456, 'rtable_description': 0.0057054496466394655, 'type': 'mojito'}",0.0,1.826086238026619,1.0,[0.2733038  0.72669625],444-573,"[0.72603244, 0.77021295]","[0.68467087, 0.74453187]",mojito-d
200,"{'ltable_description': 0.03342351730164779, 'ltable_id': 0.02372409377317148, 'ltable_name': 0.025917709079443352, 'rtable_description': 0.027088888708705378, 'rtable_name': 0.011001892315431368, 'type': 'mojito'}",0.0,1.8001788439578377,1.0,[0.45910943 0.5408906 ],845-827,"[0.5531308, 0.5531308]","[0.5538124, 0.5540975]",mojito-d
201,"{'ltable_description': 0.019452597833961867, 'ltable_name': 0.016187091313861153, 'rtable_id': -0.02399954827511622, 'rtable_name': -0.00967551067839723, 'rtable_price': -0.015423289012809155, 'type': 'mojito'}",0.0,1.2915522509720176,1.0,[0.36704716 0.63295275],157-207,"[0.6523231, 0.6487306]","[0.65150297, 0.63650143]",mojito-d
202,"{'ltable_description': 0.004411971751711751, 'ltable_name': 0.007773157564089118, 'rtable_description': 0.019200998389751048, 'rtable_name': -0.003407963764824447, 'type': 'mojito'}",0.0,1.1977742399903946,1.0,[0.2767037  0.72329634],1039-964,"[0.70077837, 0.70561904]","[0.7248449, 0.67810017]",mojito-d
203,"{'ltable_description': 0.017150106724389616, 'ltable_price': 0.012791737415568433, 'rtable_description': 0.009290638694157138, 'rtable_name': 0.0062053213876612865, 'type': 'mojito'}",0.0,2.370466453023255,1.0,[0.26192132 0.73807865],574-399,"[0.76017946, 0.76295626]","[0.7688608, 0.78505933]",mojito-d
204,"{'ltable_description': 0.013318539052109599, 'ltable_name': 0.005602964430955179, 'rtable_description': 0.04449061236101231, 'rtable_id': -0.02478434686347393, 'rtable_name': 0.023881822792971488, 'type': 'mojito'}",0.0,1.3735833870014176,1.0,[0.47265145 0.5273485 ],839-823,"[0.50691324, 0.50601953]","[0.5304137, 0.6386369]",mojito-d
205,"{'ltable_description': 0.007802542861423575, 'ltable_name': 0.02819229354066362, 'rtable_description': 0.040121853583887125, 'rtable_id': 0.012121277537290379, 'type': 'mojito'}",0.0,1.7421472300193273,1.0,[0.3392631 0.6607369],900-907,"[0.6466834, 0.6990433]","[0.6699135, 0.66322964]",mojito-d
206,"{'ltable_description': 0.00822189166218059, 'ltable_id': 0.008704179132920356, 'ltable_name': 0.009602382002290294, 'rtable_description': 0.0034852802060556447, 'rtable_name': 0.02005135248224059, 'rtable_price': 0.011841477835610105, 'type': 'mojito'}",0.0,1.1299210879951715,1.0,[0.2977719 0.7022281],142-443,"[0.726978, 0.7236458]","[0.7344146, 0.7229089]",mojito-d
207,"{'ltable_description': 0.01207221552704459, 'ltable_id': 0.015753740710270754, 'ltable_name': 0.004650321636842866, 'rtable_description': 0.012734885251480626, 'rtable_id': -0.046442258967009646, 'rtable_name': 0.0142183851326582, 'type': 'mojito'}",0.0,1.533708168019075,1.0,[0.2984139  0.70158607],713-949,"[0.7061868, 0.70250714]","[0.65955704, 0.59258157]",mojito-d
208,"{'ltable_description': 0.022559586038907873, 'ltable_name': 0.023372570804913693, 'ltable_price': 0.020167685094012087, 'rtable_description': 0.0228931603400715, 'rtable_name': 0.013799071543466308, 'type': 'mojito'}",0.0,1.429325470002368,1.0,[0.29034826 0.70965177],997-846,"[0.7049056, 0.6960718]","[0.70724577, 0.7255672]",mojito-d
209,"{'ltable_description': 0.016701474966761182, 'ltable_name': 0.019288362704035625, 'rtable_description': 0.029624080797220908, 'rtable_name': 0.008559679048253967, 'type': 'mojito'}",0.0,1.595628521987237,1.0,[0.31593353 0.6840664 ],906-587,"[0.6726365, 0.6923746]","[0.7078944, 0.7035773]",mojito-d
210,"{'ltable_description': 0.0181459509758539, 'ltable_name': 0.021970365715183633, 'rtable_description': 0.02996872775099955, 'rtable_name': 0.010890987904184303, 'type': 'mojito'}",0.0,2.1123031860333867,1.0,[0.26022696 0.73977304],453-580,"[0.73738146, 0.72891414]","[0.7376293, 0.74571496]",mojito-d
211,"{'ltable_description': 0.027446424652499784, 'ltable_name': 0.013380722442648188, 'rtable_name': 0.015284346992689903, 'type': 'mojito'}",0.0,1.396883353998419,1.0,[0.46310496 0.53689504],845-817,"[0.5450226, 0.5439651]","[0.54736406, 0.56176794]",mojito-d
212,"{'ltable_description': 0.024133216912953424, 'ltable_id': 0.005762964626825302, 'ltable_name': 0.020588042130012474, 'rtable_description': 0.03475984483065559, 'rtable_id': 0.018313120128527392, 'rtable_name': 0.0011959795879944025, 'type': 'mojito'}",0.0,1.6913176079979166,1.0,[0.29646137 0.70353866],638-889,"[0.7014834, 0.7014834]","[0.7138683, 0.76952684]",mojito-d
213,"{'ltable_description': 0.02061546347977556, 'ltable_name': 0.01348245530592599, 'rtable_description': 0.02345873089425952, 'rtable_name': 0.014794423347711192, 'rtable_price': 0.01405175202140045, 'type': 'mojito'}",0.0,1.4530629999935627,1.0,[0.2739628 0.7260372],280-301,"[0.7267626, 0.7267626]","[0.7263295, 0.7187749]",mojito-d
214,"{'ltable_description': 0.011069305032734695, 'ltable_name': -0.031098777898884353, 'rtable_id': -0.01032113151603509, 'rtable_name': 0.0017913700431493105, 'type': 'mojito'}",0.0,1.4655355460126884,1.0,[0.3478612  0.65213877],714-325,"[0.69126016, 0.78721577]","[0.68807244, 0.5069965]",mojito-d
215,"{'ltable_description': 0.010358439853334516, 'ltable_name': 0.014846286743662385, 'rtable_description': 0.017284370084367305, 'rtable_id': 0.0089805889548501, 'rtable_name': 0.0038485520293197843, 'type': 'mojito'}",0.0,1.6791362729854882,1.0,[0.2972782 0.7027218],618-649,"[0.70307636, 0.7055247]","[0.72288615, 0.70030546]",mojito-d
216,"{'ltable_description': 0.0023528393540910193, 'ltable_id': 0.011943319763243462, 'ltable_name': 0.00543227226014774, 'rtable_description': 0.001351988244725138, 'type': 'mojito'}",0.0,1.5291547900415026,1.0,[0.2949666 0.7050334],619-699,"[0.70403856, 0.70256746]","[0.6544082, 0.6572888]",mojito-d
217,"{'ltable_description': 0.018909211536042116, 'ltable_name': 0.018736544753416757, 'rtable_description': 0.045944784183379626, 'rtable_name': 0.016818168735617117, 'type': 'mojito'}",0.0,1.37763885804452,1.0,[0.46140307 0.5385969 ],851-814,"[0.52462214, 0.52462214]","[0.53957593, 0.54892105]",mojito-d
218,"{'ltable_description': -0.00048386108839432884, 'rtable_name': -0.004611591627516148, 'type': 'mojito'}",0.0,1.243444741005078,1.0,[0.32870105 0.6712989 ],42-801,"[0.6712989, 0.6712989]","[0.6712989, 0.6712989]",mojito-d
219,"{'ltable_description': 0.02011941912111135, 'rtable_name': 0.008112748106394247, 'type': 'mojito'}",0.0,1.384498085011728,1.0,[0.30217922 0.6978208 ],487-511,"[0.72535104, 0.7229879]","[0.74423397, 0.7368965]",mojito-d
220,"{'ltable_description': 0.026545006452870862, 'ltable_name': 0.011078231194329035, 'rtable_description': 0.024977007520615366, 'rtable_name': 0.025735668176616325, 'type': 'mojito'}",0.0,1.7164865579688922,1.0,[0.33648062 0.66351944],901-630,"[0.73054063, 0.74062735]","[0.73158824, 0.74005723]",mojito-d
221,"{'ltable_description': 0.017437457456237575, 'ltable_id': -0.028411160298067634, 'ltable_name': 0.017513205318344154, 'ltable_price': 0.0015804153472547568, 'rtable_name': -0.0037552271439112747, 'type': 'mojito'}",0.0,1.215981557033956,1.0,[0.35243508 0.64756495],437-751,"[0.6495347, 0.667855]","[0.6555464, 0.6444098]",mojito-d
222,"{'ltable_description': 0.008134995984617983, 'ltable_name': 0.04297570518279425, 'rtable_name': -0.004953406007817241, 'type': 'mojito'}",0.0,1.3135694999946281,1.0,[0.32795492 0.6720451 ],712-783,"[0.6350703, 0.65468484]","[0.66682404, 0.6204121]",mojito-d
223,"{'ltable_description': 0.01714259885358658, 'ltable_name': 0.007479287992465348, 'rtable_description': 0.027046924505035676, 'rtable_name': 0.02040658771483651, 'type': 'mojito'}",0.0,1.1200393830076791,1.0,[0.30398473 0.6960153 ],282-359,"[0.6682358, 0.6739392]","[0.69398594, 0.71648526]",mojito-d
224,"{'ltable_description': 0.020281673113829453, 'ltable_id': 0.01553360295141253, 'ltable_name': -0.013234156988388599, 'rtable_description': 0.044472743509976743, 'rtable_name': 0.01355961682916699, 'type': 'mojito'}",0.0,0.9528374900110066,1.0,[0.26196736 0.73803264],96-964,"[0.72106993, 0.72106993]","[0.7397292, 0.74553496]",mojito-d
225,"{'ltable_description': 0.010917960964152148, 'ltable_name': 0.010072064215886826, 'rtable_description': 0.022897194128187207, 'rtable_name': 0.010571694264271505, 'type': 'mojito'}",0.0,1.5718854339793324,1.0,[0.3005639 0.6994361],535-21,"[0.69191676, 0.69191676]","[0.78500295, 0.7930069]",mojito-d
226,"{'ltable_description': 0.014126113488359245, 'ltable_name': 0.011208369548250044, 'rtable_description': 0.02990969336623279, 'rtable_name': 0.009532563591817965, 'type': 'mojito'}",0.0,1.771970804024022,1.0,[0.33951363 0.6604864 ],654-556,"[0.6590427, 0.6590427]","[0.674057, 0.69514436]",mojito-d
227,"{'ltable_description': 0.02511502883277514, 'ltable_name': 0.016074141461488337, 'rtable_description': 0.024571711726648047, 'rtable_name': 0.01879707652224115, 'type': 'mojito'}",0.0,1.437512519012671,1.0,[0.23250249 0.7674975 ],510-546,"[0.77536774, 0.77536774]","[0.77877647, 0.7711829]",mojito-d
228,"{'ltable_description': 0.013791520695920174, 'ltable_name': 0.02046492135502144, 'rtable_description': 0.012981265891110363, 'rtable_name': 0.01636554400613379, 'rtable_price': 0.004618646833678503, 'type': 'mojito'}",0.0,1.157382657052949,1.0,[0.19746155 0.80253845],135-433,"[0.8034932, 0.8034932]","[0.7791209, 0.63948154]",mojito-d
229,"{'ltable_description': 0.027833535491653624, 'rtable_description': 0.02760531671124004, 'rtable_name': 0.012844325433873713, 'type': 'mojito'}",0.0,1.8953716359683312,1.0,[0.31208307 0.6879169 ],487-991,"[0.7039564, 0.7039564]","[0.7339069, 0.7551239]",mojito-d
230,"{'ltable_description': 0.0029685177878469317, 'ltable_id': 0.020091799907532844, 'ltable_name': 0.024392576260277018, 'rtable_description': 0.011796926644472612, 'rtable_name': -0.011912261259561035, 'type': 'mojito'}",0.0,1.039827538013924,1.0,[0.35013425 0.64986575],435-91,"[0.6499419, 0.6477156]","[0.6526378, 0.6136509]",mojito-d
231,"{'ltable_description': 0.022838915906362042, 'ltable_name': 0.009176259964827696, 'rtable_description': 0.0236000142253269, 'rtable_name': 0.011652640472037585, 'type': 'mojito'}",0.0,1.807757809991017,1.0,[0.29537916 0.70462084],685-629,"[0.6990807, 0.6990807]","[0.7078116, 0.74259967]",mojito-d
232,"{'ltable_description': 0.01192603199941287, 'ltable_name': 0.020323469416601854, 'rtable_description': 0.050290101018557826, 'rtable_id': 0.009913485113955093, 'rtable_name': 0.011685157906830612, 'type': 'mojito'}",0.0,1.443092303990852,1.0,[0.30302402 0.696976  ],651-901,"[0.68793255, 0.68812835]","[0.69605297, 0.6965599]",mojito-d
233,"{'ltable_description': 0.017099583614837297, 'ltable_id': 0.022096663327194784, 'rtable_description': 0.03767568706641871, 'rtable_id': 0.025044564118221202, 'rtable_name': 0.016460739211489987, 'type': 'mojito'}",0.0,1.5718754900153726,1.0,[0.3031651 0.6968349],653-901,"[0.6878313, 0.6847933]","[0.695911, 0.6467456]",mojito-d
234,"{'ltable_description': 0.01140809306863319, 'ltable_name': 0.009048918750814903, 'rtable_description': 0.025727861326951828, 'type': 'mojito'}",0.0,1.6940836129942909,1.0,[0.2801242 0.7198758],999-635,"[0.7154693, 0.7154693]","[0.72781485, 0.7318077]",mojito-d
235,"{'ltable_description': 0.018910102691427306, 'ltable_name': 0.011162049586809044, 'rtable_description': 0.0065793875757413686, 'rtable_id': 0.014303667426698393, 'rtable_name': 0.012796252863361285, 'rtable_price': 0.011723209241758825, 'type': 'mojito'}",0.0,1.998157815018203,1.0,[0.30786714 0.69213283],934-1030,"[0.700735, 0.7063486]","[0.7027351, 0.6164909]",mojito-d
236,"{'ltable_description': 0.01127257178255609, 'ltable_name': 0.012417804881397513, 'rtable_description': 0.015074016075175563, 'type': 'mojito'}",0.0,1.6458348860032856,1.0,[0.29281893 0.7071811 ],580-693,"[0.7049997, 0.7041475]","[0.716516, 0.7181509]",mojito-d
237,"{'ltable_description': 0.019967873160958986, 'ltable_name': 0.039055000753629346, 'ltable_price': 0.012003995049483544, 'rtable_description': 0.022909943240099095, 'rtable_name': 0.027696645157206212, 'type': 'mojito'}",0.0,1.6271807050216012,1.0,[0.1936299 0.8063701],754-351,"[0.77114534, 0.77114534]","[0.75346243, 0.67535466]",mojito-d
238,"{'ltable_description': 0.01502636715140014, 'ltable_name': 0.013567006040848806, 'rtable_description': 0.027133003867508092, 'type': 'mojito'}",0.0,2.2978708060109057,1.0,[0.31313974 0.68686026],825-619,"[0.6765547, 0.6765547]","[0.75830036, 0.8012331]",mojito-d
239,"{'ltable_description': 0.014380209381910362, 'ltable_name': 0.024413406186807266, 'rtable_name': 0.04818240289751635, 'type': 'mojito'}",0.0,1.486339897965081,1.0,[0.3453948  0.65460527],1007-424,"[0.6236859, 0.6236859]","[0.6460479, 0.6572082]",mojito-d
