,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score
534,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,6.10 %,Big Island Red Giant Ale,Big Island Brewhaus,American Strong Ale,6.50 %,"('ltable_Style', 'ltable_ABV')","['American Amber / Red Ale', '9.70 %']","['American Amber / Red Ale', '6.10 %']",0.9120389148592949,0.08796108514070511
535,Bluesfest,Urban Artifact,American Amber / Red Ale,9.70 %,Big Island Red Giant Ale,Big Island Brewhaus,American Strong Ale,6.50 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_Style')","[""Clifford 's Big Red Ale"", 'Funky Buddha Brewery', 'American Amber / Red Ale']","['Bluesfest', 'Urban Artifact', 'American Amber / Red Ale']",0.4165304899215698,0.5834695100784302
536,Bluesfest,Urban Artifact,American Amber / Red Ale,6.10 %,Big Island Red Giant Ale,Big Island Brewhaus,American Strong Ale,6.50 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_ABV')","[""Clifford 's Big Red Ale"", 'Funky Buddha Brewery', '9.70 %']","['Bluesfest', 'Urban Artifact', '6.10 %']",0.3344529867172241,0.6655470132827759
537,Bluesfest,Funky Buddha Brewery,American Amber / Red Ale,6.10 %,Big Island Red Giant Ale,Big Island Brewhaus,American Strong Ale,6.50 %,"('ltable_Beer_Name', 'ltable_Style', 'ltable_ABV')","[""Clifford 's Big Red Ale"", 'American Amber / Red Ale', '9.70 %']","['Bluesfest', 'American Amber / Red Ale', '6.10 %']",0.3848547339439392,0.6151452660560608
538,Clifford 's Big Red Ale,Urban Artifact,American Amber / Red Ale,6.10 %,Big Island Red Giant Ale,Big Island Brewhaus,American Strong Ale,6.50 %,"('ltable_Brew_Factory_Name', 'ltable_Style', 'ltable_ABV')","['Funky Buddha Brewery', 'American Amber / Red Ale', '9.70 %']","['Urban Artifact', 'American Amber / Red Ale', '6.10 %']",0.8941967561841011,0.1058032438158989
539,Bluesfest,Urban Artifact,American Amber / Red Ale,6.10 %,Big Island Red Giant Ale,Big Island Brewhaus,American Strong Ale,6.50 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_Style', 'ltable_ABV')","[""Clifford 's Big Red Ale"", 'Funky Buddha Brewery', 'American Amber / Red Ale', '9.70 %']","['Bluesfest', 'Urban Artifact', 'American Amber / Red Ale', '6.10 %']",0.3344529867172241,0.6655470132827759
540,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Struise Rosse,Big Island Brewhaus,American Strong Ale,6.50 %,"('rtable_Beer_Name',)",['Big Island Red Giant Ale'],['Struise Rosse'],0.6021392941474915,0.39786070585250854
541,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Big Island Red Giant Ale,De Struise Brouwers,American Strong Ale,6.50 %,"('rtable_Brew_Factory_Name',)",['Big Island Brewhaus'],['De Struise Brouwers'],0.9304772466421127,0.06952275335788727
542,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Big Island Red Giant Ale,Big Island Brewhaus,Belgian Ale,6.50 %,"('rtable_Style',)",['American Strong Ale'],['Belgian Ale'],0.9146921634674072,0.08530783653259277
543,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Big Island Red Giant Ale,Big Island Brewhaus,American Strong Ale,6 %,"('rtable_ABV',)",['6.50 %'],['6 %'],0.9323740154504776,0.0676259845495224
544,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Struise Rosse,De Struise Brouwers,American Strong Ale,6.50 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Big Island Red Giant Ale', 'Big Island Brewhaus']","['Struise Rosse', 'De Struise Brouwers']",0.594217985868454,0.405782014131546
545,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Struise Rosse,Big Island Brewhaus,Belgian Ale,6.50 %,"('rtable_Beer_Name', 'rtable_Style')","['Big Island Red Giant Ale', 'American Strong Ale']","['Struise Rosse', 'Belgian Ale']",0.5268069207668304,0.47319307923316956
546,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Struise Rosse,Big Island Brewhaus,American Strong Ale,6 %,"('rtable_Beer_Name', 'rtable_ABV')","['Big Island Red Giant Ale', '6.50 %']","['Struise Rosse', '6 %']",0.6043201088905334,0.39567989110946655
547,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Big Island Red Giant Ale,De Struise Brouwers,Belgian Ale,6.50 %,"('rtable_Brew_Factory_Name', 'rtable_Style')","['Big Island Brewhaus', 'American Strong Ale']","['De Struise Brouwers', 'Belgian Ale']",0.9118013605475426,0.08819863945245743
548,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Big Island Red Giant Ale,De Struise Brouwers,American Strong Ale,6 %,"('rtable_Brew_Factory_Name', 'rtable_ABV')","['Big Island Brewhaus', '6.50 %']","['De Struise Brouwers', '6 %']",0.9299980327486992,0.07000196725130081
549,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Big Island Red Giant Ale,Big Island Brewhaus,Belgian Ale,6 %,"('rtable_Style', 'rtable_ABV')","['American Strong Ale', '6.50 %']","['Belgian Ale', '6 %']",0.9141838252544403,0.08581617474555969
550,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Struise Rosse,De Struise Brouwers,Belgian Ale,6.50 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_Style')","['Big Island Red Giant Ale', 'Big Island Brewhaus', 'American Strong Ale']","['Struise Rosse', 'De Struise Brouwers', 'Belgian Ale']",0.5188336372375488,0.48116636276245117
551,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Struise Rosse,De Struise Brouwers,American Strong Ale,6 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_ABV')","['Big Island Red Giant Ale', 'Big Island Brewhaus', '6.50 %']","['Struise Rosse', 'De Struise Brouwers', '6 %']",0.5963980555534363,0.4036019444465637
552,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Struise Rosse,Big Island Brewhaus,Belgian Ale,6 %,"('rtable_Beer_Name', 'rtable_Style', 'rtable_ABV')","['Big Island Red Giant Ale', 'American Strong Ale', '6.50 %']","['Struise Rosse', 'Belgian Ale', '6 %']",0.5292753577232361,0.4707246422767639
553,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Big Island Red Giant Ale,De Struise Brouwers,Belgian Ale,6 %,"('rtable_Brew_Factory_Name', 'rtable_Style', 'rtable_ABV')","['Big Island Brewhaus', 'American Strong Ale', '6.50 %']","['De Struise Brouwers', 'Belgian Ale', '6 %']",0.9112555980682373,0.0887444019317627
554,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Struise Rosse,De Struise Brouwers,Belgian Ale,6 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_Style', 'rtable_ABV')","['Big Island Red Giant Ale', 'Big Island Brewhaus', 'American Strong Ale', '6.50 %']","['Struise Rosse', 'De Struise Brouwers', 'Belgian Ale', '6 %']",0.5212801098823547,0.47871989011764526
555,Curiosity,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Big Island Red Giant Ale,Big Island Brewhaus,American Strong Ale,6.50 %,"('ltable_Beer_Name',)","[""Clifford 's Big Red Ale""]",['Curiosity'],0.47568798065185547,0.5243120193481445
556,Clifford 's Big Red Ale,Rockaway Brewing Company,American Amber / Red Ale,9.70 %,Big Island Red Giant Ale,Big Island Brewhaus,American Strong Ale,6.50 %,"('ltable_Brew_Factory_Name',)",['Funky Buddha Brewery'],['Rockaway Brewing Company'],0.9353427067399025,0.0646572932600975
557,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Big Island Red Giant Ale,Big Island Brewhaus,American Strong Ale,6.50 %,"('ltable_Style',)",['American Amber / Red Ale'],['American Amber / Red Ale'],0.9328349530696869,0.06716504693031311
558,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,6.74 %,Big Island Red Giant Ale,Big Island Brewhaus,American Strong Ale,6.50 %,"('ltable_ABV',)",['9.70 %'],['6.74 %'],0.9163960441946983,0.08360395580530167
559,Curiosity,Rockaway Brewing Company,American Amber / Red Ale,9.70 %,Big Island Red Giant Ale,Big Island Brewhaus,American Strong Ale,6.50 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","[""Clifford 's Big Red Ale"", 'Funky Buddha Brewery']","['Curiosity', 'Rockaway Brewing Company']",0.48355770111083984,0.5164422988891602
560,Curiosity,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Big Island Red Giant Ale,Big Island Brewhaus,American Strong Ale,6.50 %,"('ltable_Beer_Name', 'ltable_Style')","[""Clifford 's Big Red Ale"", 'American Amber / Red Ale']","['Curiosity', 'American Amber / Red Ale']",0.4756879210472107,0.5243120789527893
561,Curiosity,Funky Buddha Brewery,American Amber / Red Ale,6.74 %,Big Island Red Giant Ale,Big Island Brewhaus,American Strong Ale,6.50 %,"('ltable_Beer_Name', 'ltable_ABV')","[""Clifford 's Big Red Ale"", '9.70 %']","['Curiosity', '6.74 %']",0.41529756784439087,0.5847024321556091
562,Clifford 's Big Red Ale,Rockaway Brewing Company,American Amber / Red Ale,9.70 %,Big Island Red Giant Ale,Big Island Brewhaus,American Strong Ale,6.50 %,"('ltable_Brew_Factory_Name', 'ltable_Style')","['Funky Buddha Brewery', 'American Amber / Red Ale']","['Rockaway Brewing Company', 'American Amber / Red Ale']",0.9353427067399025,0.0646572932600975
563,Clifford 's Big Red Ale,Rockaway Brewing Company,American Amber / Red Ale,6.74 %,Big Island Red Giant Ale,Big Island Brewhaus,American Strong Ale,6.50 %,"('ltable_Brew_Factory_Name', 'ltable_ABV')","['Funky Buddha Brewery', '9.70 %']","['Rockaway Brewing Company', '6.74 %']",0.9194797277450562,0.08052027225494385
564,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,6.74 %,Big Island Red Giant Ale,Big Island Brewhaus,American Strong Ale,6.50 %,"('ltable_Style', 'ltable_ABV')","['American Amber / Red Ale', '9.70 %']","['American Amber / Red Ale', '6.74 %']",0.9163960665464401,0.08360393345355988
565,Curiosity,Rockaway Brewing Company,American Amber / Red Ale,9.70 %,Big Island Red Giant Ale,Big Island Brewhaus,American Strong Ale,6.50 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_Style')","[""Clifford 's Big Red Ale"", 'Funky Buddha Brewery', 'American Amber / Red Ale']","['Curiosity', 'Rockaway Brewing Company', 'American Amber / Red Ale']",0.48355770111083984,0.5164422988891602
566,Curiosity,Rockaway Brewing Company,American Amber / Red Ale,6.74 %,Big Island Red Giant Ale,Big Island Brewhaus,American Strong Ale,6.50 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_ABV')","[""Clifford 's Big Red Ale"", 'Funky Buddha Brewery', '9.70 %']","['Curiosity', 'Rockaway Brewing Company', '6.74 %']",0.42287564277648926,0.5771243572235107
567,Curiosity,Funky Buddha Brewery,American Amber / Red Ale,6.74 %,Big Island Red Giant Ale,Big Island Brewhaus,American Strong Ale,6.50 %,"('ltable_Beer_Name', 'ltable_Style', 'ltable_ABV')","[""Clifford 's Big Red Ale"", 'American Amber / Red Ale', '9.70 %']","['Curiosity', 'American Amber / Red Ale', '6.74 %']",0.41529762744903564,0.5847023725509644
568,Clifford 's Big Red Ale,Rockaway Brewing Company,American Amber / Red Ale,6.74 %,Big Island Red Giant Ale,Big Island Brewhaus,American Strong Ale,6.50 %,"('ltable_Brew_Factory_Name', 'ltable_Style', 'ltable_ABV')","['Funky Buddha Brewery', 'American Amber / Red Ale', '9.70 %']","['Rockaway Brewing Company', 'American Amber / Red Ale', '6.74 %']",0.9194797277450562,0.08052027225494385
569,Curiosity,Rockaway Brewing Company,American Amber / Red Ale,6.74 %,Big Island Red Giant Ale,Big Island Brewhaus,American Strong Ale,6.50 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_Style', 'ltable_ABV')","[""Clifford 's Big Red Ale"", 'Funky Buddha Brewery', 'American Amber / Red Ale', '9.70 %']","['Curiosity', 'Rockaway Brewing Company', 'American Amber / Red Ale', '6.74 %']",0.42287564277648926,0.5771243572235107
570,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Bootstrap Flagstaff Amber,Big Island Brewhaus,American Strong Ale,6.50 %,"('rtable_Beer_Name',)",['Big Island Red Giant Ale'],['Bootstrap Flagstaff Amber'],0.719445526599884,0.28055447340011597
571,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Big Island Red Giant Ale,Bootstrap Brewing,American Strong Ale,6.50 %,"('rtable_Brew_Factory_Name',)",['Big Island Brewhaus'],['Bootstrap Brewing'],0.9338131919503212,0.0661868080496788
572,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Big Island Red Giant Ale,Big Island Brewhaus,Amber Ale,6.50 %,"('rtable_Style',)",['American Strong Ale'],['Amber Ale'],0.9067609906196594,0.09323900938034058
573,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Big Island Red Giant Ale,Big Island Brewhaus,American Strong Ale,5.60 %,"('rtable_ABV',)",['6.50 %'],['5.60 %'],0.9204535186290741,0.0795464813709259
574,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Bootstrap Flagstaff Amber,Bootstrap Brewing,American Strong Ale,6.50 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Big Island Red Giant Ale', 'Big Island Brewhaus']","['Bootstrap Flagstaff Amber', 'Bootstrap Brewing']",0.7176812291145325,0.28231877088546753
575,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Bootstrap Flagstaff Amber,Big Island Brewhaus,Amber Ale,6.50 %,"('rtable_Beer_Name', 'rtable_Style')","['Big Island Red Giant Ale', 'American Strong Ale']","['Bootstrap Flagstaff Amber', 'Amber Ale']",0.6297519207000732,0.37024807929992676
576,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Bootstrap Flagstaff Amber,Big Island Brewhaus,American Strong Ale,5.60 %,"('rtable_Beer_Name', 'rtable_ABV')","['Big Island Red Giant Ale', '6.50 %']","['Bootstrap Flagstaff Amber', '5.60 %']",0.684304267168045,0.31569573283195496
577,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Big Island Red Giant Ale,Bootstrap Brewing,Amber Ale,6.50 %,"('rtable_Brew_Factory_Name', 'rtable_Style')","['Big Island Brewhaus', 'American Strong Ale']","['Bootstrap Brewing', 'Amber Ale']",0.908051386475563,0.09194861352443695
578,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Big Island Red Giant Ale,Bootstrap Brewing,American Strong Ale,5.60 %,"('rtable_Brew_Factory_Name', 'rtable_ABV')","['Big Island Brewhaus', '6.50 %']","['Bootstrap Brewing', '5.60 %']",0.9216986149549484,0.07830138504505157
579,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Big Island Red Giant Ale,Big Island Brewhaus,Amber Ale,5.60 %,"('rtable_Style', 'rtable_ABV')","['American Strong Ale', '6.50 %']","['Amber Ale', '5.60 %']",0.8902323767542839,0.1097676232457161
580,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Bootstrap Flagstaff Amber,Bootstrap Brewing,Amber Ale,6.50 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_Style')","['Big Island Red Giant Ale', 'Big Island Brewhaus', 'American Strong Ale']","['Bootstrap Flagstaff Amber', 'Bootstrap Brewing', 'Amber Ale']",0.6272711455821991,0.3727288544178009
581,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Bootstrap Flagstaff Amber,Bootstrap Brewing,American Strong Ale,5.60 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_ABV')","['Big Island Red Giant Ale', 'Big Island Brewhaus', '6.50 %']","['Bootstrap Flagstaff Amber', 'Bootstrap Brewing', '5.60 %']",0.6829274296760559,0.3170725703239441
582,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Bootstrap Flagstaff Amber,Big Island Brewhaus,Amber Ale,5.60 %,"('rtable_Beer_Name', 'rtable_Style', 'rtable_ABV')","['Big Island Red Giant Ale', 'American Strong Ale', '6.50 %']","['Bootstrap Flagstaff Amber', 'Amber Ale', '5.60 %']",0.5901144742965698,0.4098855257034302
583,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Big Island Red Giant Ale,Bootstrap Brewing,Amber Ale,5.60 %,"('rtable_Brew_Factory_Name', 'rtable_Style', 'rtable_ABV')","['Big Island Brewhaus', 'American Strong Ale', '6.50 %']","['Bootstrap Brewing', 'Amber Ale', '5.60 %']",0.8919068053364754,0.10809319466352463
584,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Bootstrap Flagstaff Amber,Bootstrap Brewing,Amber Ale,5.60 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_Style', 'rtable_ABV')","['Big Island Red Giant Ale', 'Big Island Brewhaus', 'American Strong Ale', '6.50 %']","['Bootstrap Flagstaff Amber', 'Bootstrap Brewing', 'Amber Ale', '5.60 %']",0.5880066454410553,0.4119933545589447
585,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Georgetown SuperChopp,Big Island Brewhaus,American Strong Ale,6.50 %,"('rtable_Beer_Name',)",['Big Island Red Giant Ale'],['Georgetown SuperChopp'],0.47749245166778564,0.5225075483322144
586,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Big Island Red Giant Ale,Georgetown Brewing Company,American Strong Ale,6.50 %,"('rtable_Brew_Factory_Name',)",['Big Island Brewhaus'],['Georgetown Brewing Company'],0.9362613558769226,0.06373864412307739
587,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Big Island Red Giant Ale,Big Island Brewhaus,American Strong Ale,6.50 %,"('rtable_Style',)",['American Strong Ale'],['American Strong Ale'],0.9328349530696869,0.06716504693031311
588,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Big Island Red Giant Ale,Big Island Brewhaus,American Strong Ale,7.20 %,"('rtable_ABV',)",['6.50 %'],['7.20 %'],0.9401747137308121,0.05982528626918793
589,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Georgetown SuperChopp,Georgetown Brewing Company,American Strong Ale,6.50 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Big Island Red Giant Ale', 'Big Island Brewhaus']","['Georgetown SuperChopp', 'Georgetown Brewing Company']",0.4850519895553589,0.5149480104446411
590,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Georgetown SuperChopp,Big Island Brewhaus,American Strong Ale,6.50 %,"('rtable_Beer_Name', 'rtable_Style')","['Big Island Red Giant Ale', 'American Strong Ale']","['Georgetown SuperChopp', 'American Strong Ale']",0.47749245166778564,0.5225075483322144
591,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Georgetown SuperChopp,Big Island Brewhaus,American Strong Ale,7.20 %,"('rtable_Beer_Name', 'rtable_ABV')","['Big Island Red Giant Ale', '6.50 %']","['Georgetown SuperChopp', '7.20 %']",0.5121347308158875,0.48786526918411255
592,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Big Island Red Giant Ale,Georgetown Brewing Company,American Strong Ale,6.50 %,"('rtable_Brew_Factory_Name', 'rtable_Style')","['Big Island Brewhaus', 'American Strong Ale']","['Georgetown Brewing Company', 'American Strong Ale']",0.9362613707780838,0.0637386292219162
593,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Big Island Red Giant Ale,Georgetown Brewing Company,American Strong Ale,7.20 %,"('rtable_Brew_Factory_Name', 'rtable_ABV')","['Big Island Brewhaus', '6.50 %']","['Georgetown Brewing Company', '7.20 %']",0.9432362914085388,0.05676370859146118
594,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Big Island Red Giant Ale,Big Island Brewhaus,American Strong Ale,7.20 %,"('rtable_Style', 'rtable_ABV')","['American Strong Ale', '6.50 %']","['American Strong Ale', '7.20 %']",0.9401747137308121,0.05982528626918793
595,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Georgetown SuperChopp,Georgetown Brewing Company,American Strong Ale,6.50 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_Style')","['Big Island Red Giant Ale', 'Big Island Brewhaus', 'American Strong Ale']","['Georgetown SuperChopp', 'Georgetown Brewing Company', 'American Strong Ale']",0.4850519895553589,0.5149480104446411
596,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Georgetown SuperChopp,Georgetown Brewing Company,American Strong Ale,7.20 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_ABV')","['Big Island Red Giant Ale', 'Big Island Brewhaus', '6.50 %']","['Georgetown SuperChopp', 'Georgetown Brewing Company', '7.20 %']",0.5198919773101807,0.48010802268981934
597,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Georgetown SuperChopp,Big Island Brewhaus,American Strong Ale,7.20 %,"('rtable_Beer_Name', 'rtable_Style', 'rtable_ABV')","['Big Island Red Giant Ale', 'American Strong Ale', '6.50 %']","['Georgetown SuperChopp', 'American Strong Ale', '7.20 %']",0.5121347308158875,0.48786526918411255
598,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Big Island Red Giant Ale,Georgetown Brewing Company,American Strong Ale,7.20 %,"('rtable_Brew_Factory_Name', 'rtable_Style', 'rtable_ABV')","['Big Island Brewhaus', 'American Strong Ale', '6.50 %']","['Georgetown Brewing Company', 'American Strong Ale', '7.20 %']",0.9432362914085388,0.05676370859146118
599,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Georgetown SuperChopp,Georgetown Brewing Company,American Strong Ale,7.20 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_Style', 'rtable_ABV')","['Big Island Red Giant Ale', 'Big Island Brewhaus', 'American Strong Ale', '6.50 %']","['Georgetown SuperChopp', 'Georgetown Brewing Company', 'American Strong Ale', '7.20 %']",0.5198919773101807,0.48010802268981934
600,HATER,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Big Island Red Giant Ale,Big Island Brewhaus,American Strong Ale,6.50 %,"('ltable_Beer_Name',)","[""Clifford 's Big Red Ale""]",['HATER'],0.45952677726745605,0.540473222732544
601,Clifford 's Big Red Ale,Pizza Port Solana Beach,American Amber / Red Ale,9.70 %,Big Island Red Giant Ale,Big Island Brewhaus,American Strong Ale,6.50 %,"('ltable_Brew_Factory_Name',)",['Funky Buddha Brewery'],['Pizza Port Solana Beach'],0.9267943277955055,0.07320567220449448
602,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Big Island Red Giant Ale,Big Island Brewhaus,American Strong Ale,6.50 %,"('ltable_Style',)",['American Amber / Red Ale'],['American Amber / Red Ale'],0.9320705756545067,0.06792942434549332
603,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,5.50 %,Big Island Red Giant Ale,Big Island Brewhaus,American Strong Ale,6.50 %,"('ltable_ABV',)",['9.70 %'],['5.50 %'],0.9052345529198647,0.09476544708013535
604,HATER,Pizza Port Solana Beach,American Amber / Red Ale,9.70 %,Big Island Red Giant Ale,Big Island Brewhaus,American Strong Ale,6.50 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","[""Clifford 's Big Red Ale"", 'Funky Buddha Brewery']","['HATER', 'Pizza Port Solana Beach']",0.4431024193763733,0.5568975806236267
605,HATER,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Big Island Red Giant Ale,Big Island Brewhaus,American Strong Ale,6.50 %,"('ltable_Beer_Name', 'ltable_Style')","[""Clifford 's Big Red Ale"", 'American Amber / Red Ale']","['HATER', 'American Amber / Red Ale']",0.45952677726745605,0.540473222732544
606,HATER,Funky Buddha Brewery,American Amber / Red Ale,5.50 %,Big Island Red Giant Ale,Big Island Brewhaus,American Strong Ale,6.50 %,"('ltable_Beer_Name', 'ltable_ABV')","[""Clifford 's Big Red Ale"", '9.70 %']","['HATER', '5.50 %']",0.3694584369659424,0.6305415630340576
607,Clifford 's Big Red Ale,Pizza Port Solana Beach,American Amber / Red Ale,9.70 %,Big Island Red Giant Ale,Big Island Brewhaus,American Strong Ale,6.50 %,"('ltable_Brew_Factory_Name', 'ltable_Style')","['Funky Buddha Brewery', 'American Amber / Red Ale']","['Pizza Port Solana Beach', 'American Amber / Red Ale']",0.9267943277955055,0.07320567220449448
608,Clifford 's Big Red Ale,Pizza Port Solana Beach,American Amber / Red Ale,5.50 %,Big Island Red Giant Ale,Big Island Brewhaus,American Strong Ale,6.50 %,"('ltable_Brew_Factory_Name', 'ltable_ABV')","['Funky Buddha Brewery', '9.70 %']","['Pizza Port Solana Beach', '5.50 %']",0.8981251493096352,0.10187485069036484
609,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,5.50 %,Big Island Red Giant Ale,Big Island Brewhaus,American Strong Ale,6.50 %,"('ltable_Style', 'ltable_ABV')","['American Amber / Red Ale', '9.70 %']","['American Amber / Red Ale', '5.50 %']",0.9052345529198647,0.09476544708013535
610,HATER,Pizza Port Solana Beach,American Amber / Red Ale,9.70 %,Big Island Red Giant Ale,Big Island Brewhaus,American Strong Ale,6.50 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_Style')","[""Clifford 's Big Red Ale"", 'Funky Buddha Brewery', 'American Amber / Red Ale']","['HATER', 'Pizza Port Solana Beach', 'American Amber / Red Ale']",0.4431024193763733,0.5568975806236267
611,HATER,Pizza Port Solana Beach,American Amber / Red Ale,5.50 %,Big Island Red Giant Ale,Big Island Brewhaus,American Strong Ale,6.50 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_ABV')","[""Clifford 's Big Red Ale"", 'Funky Buddha Brewery', '9.70 %']","['HATER', 'Pizza Port Solana Beach', '5.50 %']",0.3546936511993408,0.6453063488006592
612,HATER,Funky Buddha Brewery,American Amber / Red Ale,5.50 %,Big Island Red Giant Ale,Big Island Brewhaus,American Strong Ale,6.50 %,"('ltable_Beer_Name', 'ltable_Style', 'ltable_ABV')","[""Clifford 's Big Red Ale"", 'American Amber / Red Ale', '9.70 %']","['HATER', 'American Amber / Red Ale', '5.50 %']",0.36945849657058716,0.6305415034294128
