,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
42,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,der sanfte weg . ã?sterreichs aufbruch ins solarzeitalter,"m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_venue')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan]","['der sanfte weg . ã?sterreichs aufbruch ins solarzeitalter', nan]",0.04568123817443848,0.9543187618255615,2
66,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"keuning , 1991 . 128 blz. , afbn","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_venue')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan]","['keuning , 1991 . 128 blz. , afbn', nan]",0.11779171228408813,0.8822082877159119,2
64,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"keuning , 1991 . 128 blz. , afbn","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title',)","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0']","['keuning , 1991 . 128 blz. , afbn']",0.1031598448753357,0.8968401551246643,2
59,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"naturliche und sexuelle selektion bei der gelben mistfliege , scathophagastercoraria ( l. ) ( diptera : p jann","m tresch , mh scholl , ibmar center , ca san jose",,1997.0,"('rtable_title', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan]","['naturliche und sexuelle selektion bei der gelben mistfliege , scathophagastercoraria ( l. ) ( diptera : p jann', 1997.0]",0.05753380060195923,0.9424661993980408,2
58,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"naturliche und sexuelle selektion bei der gelben mistfliege , scathophagastercoraria ( l. ) ( diptera : p jann","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_venue')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan]","['naturliche und sexuelle selektion bei der gelben mistfliege , scathophagastercoraria ( l. ) ( diptera : p jann', nan]",0.0561753511428833,0.9438246488571167,2
57,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"naturliche und sexuelle selektion bei der gelben mistfliege , scathophagastercoraria ( l. ) ( diptera : p jann",,,,"('rtable_title', 'rtable_authors')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose']","['naturliche und sexuelle selektion bei der gelben mistfliege , scathophagastercoraria ( l. ) ( diptera : p jann', nan]",0.03915536403656006,0.9608446359634399,2
56,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"naturliche und sexuelle selektion bei der gelben mistfliege , scathophagastercoraria ( l. ) ( diptera : p jann","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title',)","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0']","['naturliche und sexuelle selektion bei der gelben mistfliege , scathophagastercoraria ( l. ) ( diptera : p jann']",0.0561753511428833,0.9438246488571167,2
51,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"schwangerschaftsinfektionen bei systematischen schizophrenien und zykloiden psychosen g stã ¶ ber , i kocher , e franzek , h beckmann","m tresch , mh scholl , ibmar center , ca san jose",,1996.0,"('rtable_title', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan]","['schwangerschaftsinfektionen bei systematischen schizophrenien und zykloiden psychosen g stã ¶ ber , i kocher , e franzek , h beckmann', 1996.0]",0.04817843437194824,0.9518215656280518,2
50,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"schwangerschaftsinfektionen bei systematischen schizophrenien und zykloiden psychosen g stã ¶ ber , i kocher , e franzek , h beckmann","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_venue')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan]","['schwangerschaftsinfektionen bei systematischen schizophrenien und zykloiden psychosen g stã ¶ ber , i kocher , e franzek , h beckmann', nan]",0.05284327268600464,0.9471567273139954,2
49,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"schwangerschaftsinfektionen bei systematischen schizophrenien und zykloiden psychosen g stã ¶ ber , i kocher , e franzek , h beckmann",,,,"('rtable_title', 'rtable_authors')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose']","['schwangerschaftsinfektionen bei systematischen schizophrenien und zykloiden psychosen g stã ¶ ber , i kocher , e franzek , h beckmann', nan]",0.03711777925491333,0.9628822207450867,2
48,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"schwangerschaftsinfektionen bei systematischen schizophrenien und zykloiden psychosen g stã ¶ ber , i kocher , e franzek , h beckmann","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title',)","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0']","['schwangerschaftsinfektionen bei systematischen schizophrenien und zykloiden psychosen g stã ¶ ber , i kocher , e franzek , h beckmann']",0.04917508363723755,0.9508249163627625,2
752,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,vergleich von â ?? ziegelbautenâ ?? mit â ?? holzbautenâ ?? in bezug auf den globalen und regionalen co 2 - bf damberger 1995.0,"m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title',)","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0']",['vergleich von â ?? ziegelbautenâ ?? mit â ?? holzbautenâ ?? in bezug auf den globalen und regionalen co 2 - bf damberger 1995.0'],0.05225825309753418,0.9477417469024658,2
65,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"keuning , 1991 . 128 blz. , afbn",b baarn,,,"('rtable_title', 'rtable_authors')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose']","['keuning , 1991 . 128 blz. , afbn', 'b baarn']",0.0998803973197937,0.9001196026802063,2
177,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,optimierungsbasierte regelung eines integrierten reaktiven chromatographischen trennprozesses (,"m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan]","['optimierungsbasierte regelung eines integrierten reaktiven chromatographischen trennprozesses (', nan]",0.11096358299255371,0.8890364170074463,2
122,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"thegarlicproject mt roth , m arya , lm haas , mj carey , wf cody , r","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan]","['thegarlicproject mt roth , m arya , lm haas , mj carey , wf cody , r', nan]",0.29520297050476074,0.7047970294952393,2
672,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,pholidoptera griseoaptera in der fragmentierten agrarlandschaft des schweizer mittellandes d csencsics 2002.0,"m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title',)","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0']",['pholidoptera griseoaptera in der fragmentierten agrarlandschaft des schweizer mittellandes d csencsics 2002.0'],0.0585935115814209,0.9414064884185791,2
199,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"andv . n. bykov vi krotov , sy lebedev at .",,,,"('rtable_title', 'rtable_authors')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose']","['andv . n. bykov vi krotov , sy lebedev at .', nan]",0.05973708629608154,0.9402629137039185,2
730,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"sucht , macht und gewalt","m tresch , mh scholl , ibmar center , ca san jose","freiburg i. br ,",,"('rtable_title', 'rtable_venue')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan]","['sucht , macht und gewalt', 'freiburg i. br ,']",0.05829811096191406,0.9417018890380859,2
233,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"uber psychoneuropathische folgezustande bei den uberlebenden der katastrophe von courrieres am 10 . e stierlin & hellip ; dissertation , university of zurich , zurich switzerland ,","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan]","['uber psychoneuropathische folgezustande bei den uberlebenden der katastrophe von courrieres am 10 . e stierlin & hellip ; dissertation , university of zurich , zurich switzerland ,', nan]",0.0761641263961792,0.9238358736038208,2
200,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"andv . n. bykov vi krotov , sy lebedev at .","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_venue')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan]","['andv . n. bykov vi krotov , sy lebedev at .', nan]",0.08438825607299805,0.915611743927002,2
214,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"beeldende kunst en onze hersenen l maffei , a fiorentini isbn ,","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title',)","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0']","['beeldende kunst en onze hersenen l maffei , a fiorentini isbn ,']",0.06999385356903076,0.9300061464309692,2
215,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"beeldende kunst en onze hersenen l maffei , a fiorentini isbn ,",,,,"('rtable_title', 'rtable_authors')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose']","['beeldende kunst en onze hersenen l maffei , a fiorentini isbn ,', nan]",0.05040031671524048,0.9495996832847595,2
232,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"uber psychoneuropathische folgezustande bei den uberlebenden der katastrophe von courrieres am 10 . e stierlin & hellip ; dissertation , university of zurich , zurich switzerland ,","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_venue')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan]","['uber psychoneuropathische folgezustande bei den uberlebenden der katastrophe von courrieres am 10 . e stierlin & hellip ; dissertation , university of zurich , zurich switzerland ,', nan]",0.0761641263961792,0.9238358736038208,2
222,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"objektorientierte spezifikation von informationssystemen , teubnerâ ?? verlag , 1993 [ sk94 ] a. sheth , n. 20th vldb conference , poster paper collection ,","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title',)","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0']","['objektorientierte spezifikation von informationssystemen , teubnerâ ?? verlag , 1993 [ sk94 ] a. sheth , n. 20th vldb conference , poster paper collection ,']",0.05294233560562134,0.9470576643943787,2
216,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"beeldende kunst en onze hersenen l maffei , a fiorentini isbn ,","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_venue')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan]","['beeldende kunst en onze hersenen l maffei , a fiorentini isbn ,', nan]",0.06999397277832031,0.9300060272216797,2
201,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"andv . n. bykov vi krotov , sy lebedev at .","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan]","['andv . n. bykov vi krotov , sy lebedev at .', nan]",0.08438825607299805,0.915611743927002,2
729,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"sucht , macht und gewalt",k richelshagen,,,"('rtable_title', 'rtable_authors')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose']","['sucht , macht und gewalt', 'k richelshagen']",0.03974646329879761,0.9602535367012024,2
190,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"evaluation der rechnergestã 1/4 tzen bildverbesserung in der videoendoskopie von kã ¶ rperhã ¶ hlen s krã 1/4 ger , f vogt , w hohenberger , d paulus , h","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title',)","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0']","['evaluation der rechnergestã 1/4 tzen bildverbesserung in der videoendoskopie von kã ¶ rperhã ¶ hlen s krã 1/4 ger , f vogt , w hohenberger , d paulus , h']",0.13420706987380981,0.8657929301261902,2
230,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"uber psychoneuropathische folgezustande bei den uberlebenden der katastrophe von courrieres am 10 . e stierlin & hellip ; dissertation , university of zurich , zurich switzerland ,","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title',)","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0']","['uber psychoneuropathische folgezustande bei den uberlebenden der katastrophe von courrieres am 10 . e stierlin & hellip ; dissertation , university of zurich , zurich switzerland ,']",0.0761641263961792,0.9238358736038208,2
193,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"evaluation der rechnergestã 1/4 tzen bildverbesserung in der videoendoskopie von kã ¶ rperhã ¶ hlen s krã 1/4 ger , f vogt , w hohenberger , d paulus , h","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan]","['evaluation der rechnergestã 1/4 tzen bildverbesserung in der videoendoskopie von kã ¶ rperhã ¶ hlen s krã 1/4 ger , f vogt , w hohenberger , d paulus , h', nan]",0.13420706987380981,0.8657929301261902,2
192,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"evaluation der rechnergestã 1/4 tzen bildverbesserung in der videoendoskopie von kã ¶ rperhã ¶ hlen s krã 1/4 ger , f vogt , w hohenberger , d paulus , h","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_venue')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan]","['evaluation der rechnergestã 1/4 tzen bildverbesserung in der videoendoskopie von kã ¶ rperhã ¶ hlen s krã 1/4 ger , f vogt , w hohenberger , d paulus , h', nan]",0.13420706987380981,0.8657929301261902,2
191,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"evaluation der rechnergestã 1/4 tzen bildverbesserung in der videoendoskopie von kã ¶ rperhã ¶ hlen s krã 1/4 ger , f vogt , w hohenberger , d paulus , h",,,,"('rtable_title', 'rtable_authors')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose']","['evaluation der rechnergestã 1/4 tzen bildverbesserung in der videoendoskopie von kã ¶ rperhã ¶ hlen s krã 1/4 ger , f vogt , w hohenberger , d paulus , h', nan]",0.30230796337127686,0.6976920366287231,2
217,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"beeldende kunst en onze hersenen l maffei , a fiorentini isbn ,","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan]","['beeldende kunst en onze hersenen l maffei , a fiorentini isbn ,', nan]",0.06999385356903076,0.9300061464309692,2
206,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,untersuchungen ã 1/4 ber die biotopansprã 1/4 che und einen allfã $ lligen rã 1/4 ckgang von roten waldameisen aus em kissling 1985.0,"m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title',)","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0']",['untersuchungen ã 1/4 ber die biotopansprã 1/4 che und einen allfã $ lligen rã 1/4 ckgang von roten waldameisen aus em kissling 1985.0'],0.05236542224884033,0.9476345777511597,2
231,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"uber psychoneuropathische folgezustande bei den uberlebenden der katastrophe von courrieres am 10 . e stierlin & hellip ; dissertation , university of zurich , zurich switzerland ,",,,,"('rtable_title', 'rtable_authors')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose']","['uber psychoneuropathische folgezustande bei den uberlebenden der katastrophe von courrieres am 10 . e stierlin & hellip ; dissertation , university of zurich , zurich switzerland ,', nan]",0.14262783527374268,0.8573721647262573,2
183,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"gezielt suchen und finden im internet , markt + technik verlag , mã 1/4 nchen , 2001",g damaschke,,,"('rtable_title', 'rtable_authors')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose']","['gezielt suchen und finden im internet , markt + technik verlag , mã 1/4 nchen , 2001', 'g damaschke']",0.04808783531188965,0.9519121646881104,2
207,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,untersuchungen ã 1/4 ber die biotopansprã 1/4 che und einen allfã $ lligen rã 1/4 ckgang von roten waldameisen aus em kissling 1985.0,,,,"('rtable_title', 'rtable_authors')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose']","['untersuchungen ã 1/4 ber die biotopansprã 1/4 che und einen allfã $ lligen rã 1/4 ckgang von roten waldameisen aus em kissling 1985.0', nan]",0.03674924373626709,0.9632507562637329,2
731,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"sucht , macht und gewalt","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan]","['sucht , macht und gewalt', nan]",0.07142883539199829,0.9285711646080017,2
225,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"objektorientierte spezifikation von informationssystemen , teubnerâ ?? verlag , 1993 [ sk94 ] a. sheth , n. 20th vldb conference , poster paper collection ,","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan]","['objektorientierte spezifikation von informationssystemen , teubnerâ ?? verlag , 1993 [ sk94 ] a. sheth , n. 20th vldb conference , poster paper collection ,', nan]",0.05294233560562134,0.9470576643943787,2
184,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"gezielt suchen und finden im internet , markt + technik verlag , mã 1/4 nchen , 2001","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_venue')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan]","['gezielt suchen und finden im internet , markt + technik verlag , mã 1/4 nchen , 2001', nan]",0.0525815486907959,0.9474184513092041,2
185,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"gezielt suchen und finden im internet , markt + technik verlag , mã 1/4 nchen , 2001","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan]","['gezielt suchen und finden im internet , markt + technik verlag , mã 1/4 nchen , 2001', nan]",0.0525815486907959,0.9474184513092041,2
224,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"objektorientierte spezifikation von informationssystemen , teubnerâ ?? verlag , 1993 [ sk94 ] a. sheth , n. 20th vldb conference , poster paper collection ,","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_venue')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan]","['objektorientierte spezifikation von informationssystemen , teubnerâ ?? verlag , 1993 [ sk94 ] a. sheth , n. 20th vldb conference , poster paper collection ,', nan]",0.05294233560562134,0.9470576643943787,2
223,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"objektorientierte spezifikation von informationssystemen , teubnerâ ?? verlag , 1993 [ sk94 ] a. sheth , n. 20th vldb conference , poster paper collection ,",g saake,,,"('rtable_title', 'rtable_authors')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose']","['objektorientierte spezifikation von informationssystemen , teubnerâ ?? verlag , 1993 [ sk94 ] a. sheth , n. 20th vldb conference , poster paper collection ,', 'g saake']",0.045657455921173096,0.9543425440788269,2
209,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,untersuchungen ã 1/4 ber die biotopansprã 1/4 che und einen allfã $ lligen rã 1/4 ckgang von roten waldameisen aus em kissling 1985.0,"m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan]","['untersuchungen ã 1/4 ber die biotopansprã 1/4 che und einen allfã $ lligen rã 1/4 ckgang von roten waldameisen aus em kissling 1985.0', nan]",0.05236542224884033,0.9476345777511597,2
208,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,untersuchungen ã 1/4 ber die biotopansprã 1/4 che und einen allfã $ lligen rã 1/4 ckgang von roten waldameisen aus em kissling 1985.0,"m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_venue')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan]","['untersuchungen ã 1/4 ber die biotopansprã 1/4 che und einen allfã $ lligen rã 1/4 ckgang von roten waldameisen aus em kissling 1985.0', nan]",0.05236542224884033,0.9476345777511597,2
182,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"gezielt suchen und finden im internet , markt + technik verlag , mã 1/4 nchen , 2001","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title',)","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0']","['gezielt suchen und finden im internet , markt + technik verlag , mã 1/4 nchen , 2001']",0.0525815486907959,0.9474184513092041,2
198,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"andv . n. bykov vi krotov , sy lebedev at .","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title',)","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0']","['andv . n. bykov vi krotov , sy lebedev at .']",0.08438324928283691,0.9156167507171631,2
52,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"schwangerschaftsinfektionen bei systematischen schizophrenien und zykloiden psychosen g stã ¶ ber , i kocher , e franzek , h beckmann",,,,"('rtable_title', 'rtable_authors', 'rtable_venue')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose', nan]","['schwangerschaftsinfektionen bei systematischen schizophrenien und zykloiden psychosen g stã ¶ ber , i kocher , e franzek , h beckmann', nan, nan]",0.03711777925491333,0.9628822207450867,3
575,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"ogneupory ii vishnevskii , ld smirnova",,"no . i ,",,"('rtable_title', 'rtable_authors', 'rtable_venue')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose', nan]","['ogneupory ii vishnevskii , ld smirnova', nan, 'no . i ,']",0.462239146232605,0.537760853767395,3
560,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"hã ¶ rverstehen im unterricht deutsch als fremdsprache , lang , frankfurt/m . , 1996 p kã?hn",,,,"('rtable_title', 'rtable_authors', 'rtable_venue')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose', nan]","['hã ¶ rverstehen im unterricht deutsch als fremdsprache , lang , frankfurt/m . , 1996 p kã?hn', nan, nan]",0.03736346960067749,0.9626365303993225,3
582,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,anorganische und allgemeine chemie in fl flussigen ammoniak part,j jander,,,"('rtable_title', 'rtable_authors', 'rtable_venue')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose', nan]","['anorganische und allgemeine chemie in fl flussigen ammoniak part', 'j jander', nan]",0.05690205097198486,0.9430979490280151,3
62,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"naturliche und sexuelle selektion bei der gelben mistfliege , scathophagastercoraria ( l. ) ( diptera : p jann","m tresch , mh scholl , ibmar center , ca san jose",,1997.0,"('rtable_title', 'rtable_venue', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan, nan]","['naturliche und sexuelle selektion bei der gelben mistfliege , scathophagastercoraria ( l. ) ( diptera : p jann', nan, 1997.0]",0.05753380060195923,0.9424661993980408,3
561,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"hã ¶ rverstehen im unterricht deutsch als fremdsprache , lang , frankfurt/m . , 1996 p kã?hn",,,,"('rtable_title', 'rtable_authors', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose', nan]","['hã ¶ rverstehen im unterricht deutsch als fremdsprache , lang , frankfurt/m . , 1996 p kã?hn', nan, nan]",0.03736346960067749,0.9626365303993225,3
562,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"hã ¶ rverstehen im unterricht deutsch als fremdsprache , lang , frankfurt/m . , 1996 p kã?hn","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_venue', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan, nan]","['hã ¶ rverstehen im unterricht deutsch als fremdsprache , lang , frankfurt/m . , 1996 p kã?hn', nan, nan]",0.056135475635528564,0.9438645243644714,3
