,ltable_id,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_id,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,diff,attr_name,attr_pos,id,match_score
34,417,da-lite da-plex standard rear projection screen - 60 x 80 video format electronics - general da-lite 27544 2931.99,,,,,22107,da-lite da-plex standard rear projection screen - 60 x 80 video format electronics - general da-lite 27544,,,,,-{'2931.99'},rtable_title,7,0@417#1@22107,0.000531363
0,8786,da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48,projection screens,da-lite,23056,,8786,da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48,projection screens,da-lite,23056,,,,,0@8786#1@8786,0.0007850784
1,2554,da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48,projection screens,da-lite,23056,,8786,da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48,projection screens,da-lite,23056,,-{'da-lite'},ltable_title,1,0@2554#1@8786,0.0007850784
2,2555,da-lite,projection screens,da-lite,23056,,8786,da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48,projection screens,da-lite,23056,,"-{'90', '-', 'projection', 'format', 'da-glas', 'x', '8729.48', '120', 'thru-the-wall', 'rear', 'screen', 'video'}",ltable_title,1,0@2555#1@8786,0.044193756
3,2556,thru-the-wall rear projection screen - 90 x 120 video format 8729.48,projection screens,da-lite,23056,,8786,da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48,projection screens,da-lite,23056,,"-{'da-lite', 'da-glas'}",ltable_title,1,0@2556#1@8786,0.0007850784
4,2557,da-lite da-glas,projection screens,da-lite,23056,,8786,da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48,projection screens,da-lite,23056,,"-{'90', '-', 'projection', 'format', 'x', '8729.48', '120', 'thru-the-wall', 'rear', 'screen', 'video'}",ltable_title,1,0@2557#1@8786,0.044193756
5,2558,rear projection screen - 90 x 120 video format 8729.48,projection screens,da-lite,23056,,8786,da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48,projection screens,da-lite,23056,,"-{'thru-the-wall', 'da-lite', 'da-glas'}",ltable_title,1,0@2558#1@8786,0.0007850784
6,2559,da-lite da-glas thru-the-wall,projection screens,da-lite,23056,,8786,da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48,projection screens,da-lite,23056,,"-{'90', '-', 'projection', 'format', 'x', '8729.48', '120', 'rear', 'screen', 'video'}",ltable_title,1,0@2559#1@8786,0.044193756
7,2560,projection screen - 90 x 120 video format 8729.48,projection screens,da-lite,23056,,8786,da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48,projection screens,da-lite,23056,,"-{'da-glas', 'thru-the-wall', 'da-lite', 'rear'}",ltable_title,1,0@2560#1@8786,0.00076516427
8,2561,da-lite da-glas thru-the-wall rear,projection screens,da-lite,23056,,8786,da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48,projection screens,da-lite,23056,,"-{'90', '-', 'projection', 'format', 'x', '8729.48', '120', 'screen', 'video'}",ltable_title,1,0@2561#1@8786,0.020852357
9,2562,screen - 90 x 120 video format 8729.48,projection screens,da-lite,23056,,8786,da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48,projection screens,da-lite,23056,,"-{'projection', 'da-glas', 'thru-the-wall', 'da-lite', 'rear'}",ltable_title,1,0@2562#1@8786,0.0016989349
10,2563,da-lite da-glas thru-the-wall rear projection,projection screens,da-lite,23056,,8786,da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48,projection screens,da-lite,23056,,"-{'90', '-', 'format', 'x', '8729.48', '120', 'screen', 'video'}",ltable_title,1,0@2563#1@8786,0.006306782
11,2564,- 90 x 120 video format 8729.48,projection screens,da-lite,23056,,8786,da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48,projection screens,da-lite,23056,,"-{'projection', 'da-glas', 'thru-the-wall', 'da-lite', 'rear', 'screen'}",ltable_title,1,0@2564#1@8786,0.0039760997
12,2565,da-lite da-glas thru-the-wall rear projection screen,projection screens,da-lite,23056,,8786,da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48,projection screens,da-lite,23056,,"-{'90', '-', 'format', 'x', '8729.48', '120', 'video'}",ltable_title,1,0@2565#1@8786,0.0030979924
13,2566,90 x 120 video format 8729.48,projection screens,da-lite,23056,,8786,da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48,projection screens,da-lite,23056,,"-{'-', 'projection', 'da-glas', 'thru-the-wall', 'da-lite', 'rear', 'screen'}",ltable_title,1,0@2566#1@8786,0.008299774
14,2567,da-lite da-glas thru-the-wall rear projection screen -,projection screens,da-lite,23056,,8786,da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48,projection screens,da-lite,23056,,"-{'90', 'format', 'x', '8729.48', '120', 'video'}",ltable_title,1,0@2567#1@8786,0.0015318956
15,2568,x 120 video format 8729.48,projection screens,da-lite,23056,,8786,da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48,projection screens,da-lite,23056,,"-{'90', '-', 'projection', 'da-glas', 'thru-the-wall', 'da-lite', 'rear', 'screen'}",ltable_title,1,0@2568#1@8786,0.009393593
16,2569,da-lite da-glas thru-the-wall rear projection screen - 90,projection screens,da-lite,23056,,8786,da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48,projection screens,da-lite,23056,,"-{'format', 'x', '8729.48', '120', 'video'}",ltable_title,1,0@2569#1@8786,0.0014553076
17,2570,120 video format 8729.48,projection screens,da-lite,23056,,8786,da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48,projection screens,da-lite,23056,,"-{'90', '-', 'projection', 'da-glas', 'x', 'thru-the-wall', 'da-lite', 'rear', 'screen'}",ltable_title,1,0@2570#1@8786,0.023537258
18,2571,da-lite da-glas thru-the-wall rear projection screen - 90 x,projection screens,da-lite,23056,,8786,da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48,projection screens,da-lite,23056,,"-{'format', '8729.48', '120', 'video'}",ltable_title,1,0@2571#1@8786,0.00085639826
19,2572,video format 8729.48,projection screens,da-lite,23056,,8786,da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48,projection screens,da-lite,23056,,"-{'90', '-', 'projection', 'da-glas', 'x', '120', 'thru-the-wall', 'da-lite', 'rear', 'screen'}",ltable_title,1,0@2572#1@8786,0.016259292
20,2573,da-lite da-glas thru-the-wall rear projection screen - 90 x 120,projection screens,da-lite,23056,,8786,da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48,projection screens,da-lite,23056,,"-{'format', '8729.48', 'video'}",ltable_title,1,0@2573#1@8786,0.0010137771
21,2574,format 8729.48,projection screens,da-lite,23056,,8786,da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48,projection screens,da-lite,23056,,"-{'90', '-', 'projection', 'da-glas', 'x', '120', 'thru-the-wall', 'da-lite', 'rear', 'screen', 'video'}",ltable_title,1,0@2574#1@8786,0.034994554
22,2575,da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video,projection screens,da-lite,23056,,8786,da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48,projection screens,da-lite,23056,,"-{'format', '8729.48'}",ltable_title,1,0@2575#1@8786,0.0009188447
23,2576,8729.48,projection screens,da-lite,23056,,8786,da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48,projection screens,da-lite,23056,,"-{'90', '-', 'projection', 'format', 'da-glas', 'x', '120', 'thru-the-wall', 'da-lite', 'rear', 'screen', 'video'}",ltable_title,1,0@2576#1@8786,0.044193756
24,2577,da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format,projection screens,da-lite,23056,,8786,da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48,projection screens,da-lite,23056,,-{'8729.48'},ltable_title,1,0@2577#1@8786,0.0007850784
25,2578,da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48,screens,da-lite,23056,,8786,da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48,projection screens,da-lite,23056,,-{'projection'},ltable_category,2,0@2578#1@8786,0.0011051929
26,2579,da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48,projection,da-lite,23056,,8786,da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48,projection screens,da-lite,23056,,-{'screens'},ltable_category,2,0@2579#1@8786,0.00077289756
,ltable_id,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_id,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,diff,attr_name,attr_pos,id,match_score
0,1468,boss audio bv9958b - single-din in-dash dvd mp3 cd am fm receiver with full detachable 7 widescreen touchscreen tft monitor usb and sd memory card ports and front panel aux input boss bv9958b,car stereos,,,180.0,1468,boss audio bv9958b - single-din in-dash dvd mp3 cd am fm receiver with full detachable 7 widescreen touchscreen tft monitor usb and sd memory card ports and front panel aux input boss bv9958b,car stereos,,,180.0,,,,0@1468#1@1468,0.0048771184
1,1468,boss audio bv9958b - single-din in-dash dvd mp3 cd am fm receiver with full detachable 7 widescreen touchscreen tft monitor usb and sd memory card ports and front panel aux input boss bv9958b,car stereos,,,180.0,22074,audio bv9958b - single-din in-dash dvd mp3 cd am fm receiver with full detachable 7 widescreen touchscreen tft monitor usb and sd memory card ports and front panel aux input boss bv9958b,car stereos,,,180.0,+set(),rtable_title,7,0@1468#1@22074,0.005360313
2,1468,boss audio bv9958b - single-din in-dash dvd mp3 cd am fm receiver with full detachable 7 widescreen touchscreen tft monitor usb and sd memory card ports and front panel aux input boss bv9958b,car stereos,,,180.0,22075,boss,car stereos,,,180.0,"-{'aux', 'with', 'monitor', 'card', 'full', 'fm', 'dvd', 'panel', 'am', 'bv9958b', 'receiver', 'audio', 'touchscreen', '-', 'in-dash', 'detachable', 'widescreen', 'cd', 'usb', 'front', '7', 'input', 'single-din', 'and', 'tft', 'mp3', 'sd', 'memory', 'ports'}",rtable_title,7,0@1468#1@22075,0.23960137
3,1468,boss audio bv9958b - single-din in-dash dvd mp3 cd am fm receiver with full detachable 7 widescreen touchscreen tft monitor usb and sd memory card ports and front panel aux input boss bv9958b,car stereos,,,180.0,22076,bv9958b - single-din in-dash dvd mp3 cd am fm receiver with full detachable 7 widescreen touchscreen tft monitor usb and sd memory card ports and front panel aux input boss bv9958b,car stereos,,,180.0,-{'audio'},rtable_title,7,0@1468#1@22076,0.006574329
4,1468,boss audio bv9958b - single-din in-dash dvd mp3 cd am fm receiver with full detachable 7 widescreen touchscreen tft monitor usb and sd memory card ports and front panel aux input boss bv9958b,car stereos,,,180.0,22077,boss audio,car stereos,,,180.0,"-{'aux', 'with', 'monitor', 'card', 'full', 'fm', 'dvd', 'panel', 'am', 'bv9958b', 'receiver', 'touchscreen', '-', 'in-dash', 'detachable', 'widescreen', 'cd', 'usb', 'front', '7', 'input', 'single-din', 'and', 'tft', 'mp3', 'sd', 'memory', 'ports'}",rtable_title,7,0@1468#1@22077,0.16340257
5,1468,boss audio bv9958b - single-din in-dash dvd mp3 cd am fm receiver with full detachable 7 widescreen touchscreen tft monitor usb and sd memory card ports and front panel aux input boss bv9958b,car stereos,,,180.0,22078,- single-din in-dash dvd mp3 cd am fm receiver with full detachable 7 widescreen touchscreen tft monitor usb and sd memory card ports and front panel aux input boss bv9958b,car stereos,,,180.0,-{'audio'},rtable_title,7,0@1468#1@22078,0.006574329
6,1468,boss audio bv9958b - single-din in-dash dvd mp3 cd am fm receiver with full detachable 7 widescreen touchscreen tft monitor usb and sd memory card ports and front panel aux input boss bv9958b,car stereos,,,180.0,22079,boss audio bv9958b,car stereos,,,180.0,"-{'aux', 'with', 'monitor', 'card', 'full', 'fm', 'dvd', 'panel', 'am', 'receiver', 'touchscreen', '-', 'in-dash', 'detachable', 'widescreen', 'cd', 'usb', 'front', '7', 'input', 'single-din', 'and', 'tft', 'mp3', 'sd', 'memory', 'ports'}",rtable_title,7,0@1468#1@22079,0.16340257
7,1468,boss audio bv9958b - single-din in-dash dvd mp3 cd am fm receiver with full detachable 7 widescreen touchscreen tft monitor usb and sd memory card ports and front panel aux input boss bv9958b,car stereos,,,180.0,22080,single-din in-dash dvd mp3 cd am fm receiver with full detachable 7 widescreen touchscreen tft monitor usb and sd memory card ports and front panel aux input boss bv9958b,car stereos,,,180.0,"-{'-', 'audio'}",rtable_title,7,0@1468#1@22080,0.0039730435
8,1468,boss audio bv9958b - single-din in-dash dvd mp3 cd am fm receiver with full detachable 7 widescreen touchscreen tft monitor usb and sd memory card ports and front panel aux input boss bv9958b,car stereos,,,180.0,22081,boss audio bv9958b -,car stereos,,,180.0,"-{'aux', 'with', 'monitor', 'card', 'full', 'fm', 'dvd', 'panel', 'am', 'receiver', 'touchscreen', 'in-dash', 'detachable', 'widescreen', 'cd', 'usb', 'front', '7', 'input', 'single-din', 'and', 'tft', 'mp3', 'sd', 'memory', 'ports'}",rtable_title,7,0@1468#1@22081,0.11841018
9,1468,boss audio bv9958b - single-din in-dash dvd mp3 cd am fm receiver with full detachable 7 widescreen touchscreen tft monitor usb and sd memory card ports and front panel aux input boss bv9958b,car stereos,,,180.0,22082,in-dash dvd mp3 cd am fm receiver with full detachable 7 widescreen touchscreen tft monitor usb and sd memory card ports and front panel aux input boss bv9958b,car stereos,,,180.0,"-{'-', 'single-din', 'audio'}",rtable_title,7,0@1468#1@22082,0.0039730435
10,1468,boss audio bv9958b - single-din in-dash dvd mp3 cd am fm receiver with full detachable 7 widescreen touchscreen tft monitor usb and sd memory card ports and front panel aux input boss bv9958b,car stereos,,,180.0,22083,boss audio bv9958b - single-din,car stereos,,,180.0,"-{'aux', 'with', 'monitor', 'card', 'full', 'fm', 'dvd', 'panel', 'am', 'receiver', 'touchscreen', 'in-dash', 'detachable', 'widescreen', 'cd', 'usb', 'front', '7', 'input', 'and', 'tft', 'mp3', 'sd', 'memory', 'ports'}",rtable_title,7,0@1468#1@22083,0.11841018
11,1468,boss audio bv9958b - single-din in-dash dvd mp3 cd am fm receiver with full detachable 7 widescreen touchscreen tft monitor usb and sd memory card ports and front panel aux input boss bv9958b,car stereos,,,180.0,22084,dvd mp3 cd am fm receiver with full detachable 7 widescreen touchscreen tft monitor usb and sd memory card ports and front panel aux input boss bv9958b,car stereos,,,180.0,"-{'-', 'in-dash', 'single-din', 'audio'}",rtable_title,7,0@1468#1@22084,0.006299452
12,1468,boss audio bv9958b - single-din in-dash dvd mp3 cd am fm receiver with full detachable 7 widescreen touchscreen tft monitor usb and sd memory card ports and front panel aux input boss bv9958b,car stereos,,,180.0,22085,boss audio bv9958b - single-din in-dash,car stereos,,,180.0,"-{'aux', 'with', 'monitor', 'card', 'full', 'fm', 'dvd', 'panel', 'am', 'receiver', 'touchscreen', 'detachable', 'widescreen', 'cd', 'usb', 'front', '7', 'input', 'and', 'tft', 'mp3', 'sd', 'memory', 'ports'}",rtable_title,7,0@1468#1@22085,0.08434606
13,1468,boss audio bv9958b - single-din in-dash dvd mp3 cd am fm receiver with full detachable 7 widescreen touchscreen tft monitor usb and sd memory card ports and front panel aux input boss bv9958b,car stereos,,,180.0,22086,mp3 cd am fm receiver with full detachable 7 widescreen touchscreen tft monitor usb and sd memory card ports and front panel aux input boss bv9958b,car stereos,,,180.0,"-{'-', 'in-dash', 'dvd', 'single-din', 'audio'}",rtable_title,7,0@1468#1@22086,0.004573054
14,1468,boss audio bv9958b - single-din in-dash dvd mp3 cd am fm receiver with full detachable 7 widescreen touchscreen tft monitor usb and sd memory card ports and front panel aux input boss bv9958b,car stereos,,,180.0,22087,boss audio bv9958b - single-din in-dash dvd,car stereos,,,180.0,"-{'aux', 'with', 'monitor', 'card', 'full', 'fm', 'panel', 'am', 'receiver', 'touchscreen', 'detachable', 'widescreen', 'cd', 'usb', 'front', '7', 'input', 'and', 'tft', 'mp3', 'sd', 'memory', 'ports'}",rtable_title,7,0@1468#1@22087,0.041129395
15,1468,boss audio bv9958b - single-din in-dash dvd mp3 cd am fm receiver with full detachable 7 widescreen touchscreen tft monitor usb and sd memory card ports and front panel aux input boss bv9958b,car stereos,,,180.0,22088,cd am fm receiver with full detachable 7 widescreen touchscreen tft monitor usb and sd memory card ports and front panel aux input boss bv9958b,car stereos,,,180.0,"-{'-', 'in-dash', 'dvd', 'single-din', 'mp3', 'audio'}",rtable_title,7,0@1468#1@22088,0.0044741193
16,1468,boss audio bv9958b - single-din in-dash dvd mp3 cd am fm receiver with full detachable 7 widescreen touchscreen tft monitor usb and sd memory card ports and front panel aux input boss bv9958b,car stereos,,,180.0,22089,boss audio bv9958b - single-din in-dash dvd mp3,car stereos,,,180.0,"-{'aux', 'with', 'monitor', 'card', 'full', 'fm', 'panel', 'am', 'receiver', 'touchscreen', 'detachable', 'widescreen', 'cd', 'usb', 'front', '7', 'input', 'and', 'tft', 'sd', 'memory', 'ports'}",rtable_title,7,0@1468#1@22089,0.034919832
17,1468,boss audio bv9958b - single-din in-dash dvd mp3 cd am fm receiver with full detachable 7 widescreen touchscreen tft monitor usb and sd memory card ports and front panel aux input boss bv9958b,car stereos,,,180.0,22090,am fm receiver with full detachable 7 widescreen touchscreen tft monitor usb and sd memory card ports and front panel aux input boss bv9958b,car stereos,,,180.0,"-{'-', 'in-dash', 'cd', 'dvd', 'single-din', 'mp3', 'audio'}",rtable_title,7,0@1468#1@22090,0.0066763456
18,1468,boss audio bv9958b - single-din in-dash dvd mp3 cd am fm receiver with full detachable 7 widescreen touchscreen tft monitor usb and sd memory card ports and front panel aux input boss bv9958b,car stereos,,,180.0,22091,boss audio bv9958b - single-din in-dash dvd mp3 cd,car stereos,,,180.0,"-{'aux', 'with', 'monitor', 'card', 'full', 'fm', 'panel', 'am', 'receiver', 'touchscreen', 'detachable', 'widescreen', 'usb', 'front', '7', 'input', 'and', 'tft', 'sd', 'memory', 'ports'}",rtable_title,7,0@1468#1@22091,0.021624118
19,1468,boss audio bv9958b - single-din in-dash dvd mp3 cd am fm receiver with full detachable 7 widescreen touchscreen tft monitor usb and sd memory card ports and front panel aux input boss bv9958b,car stereos,,,180.0,22092,fm receiver with full detachable 7 widescreen touchscreen tft monitor usb and sd memory card ports and front panel aux input boss bv9958b,car stereos,,,180.0,"-{'dvd', 'am', 'audio', '-', 'in-dash', 'single-din', 'mp3', 'cd'}",rtable_title,7,0@1468#1@22092,0.0047119223
20,1468,boss audio bv9958b - single-din in-dash dvd mp3 cd am fm receiver with full detachable 7 widescreen touchscreen tft monitor usb and sd memory card ports and front panel aux input boss bv9958b,car stereos,,,180.0,22093,boss audio bv9958b - single-din in-dash dvd mp3 cd am,car stereos,,,180.0,"-{'aux', 'with', 'monitor', 'card', 'full', 'fm', 'panel', 'receiver', 'touchscreen', 'detachable', 'widescreen', 'usb', 'front', '7', 'input', 'and', 'tft', 'sd', 'memory', 'ports'}",rtable_title,7,0@1468#1@22093,0.020477463
21,1468,boss audio bv9958b - single-din in-dash dvd mp3 cd am fm receiver with full detachable 7 widescreen touchscreen tft monitor usb and sd memory card ports and front panel aux input boss bv9958b,car stereos,,,180.0,22094,receiver with full detachable 7 widescreen touchscreen tft monitor usb and sd memory card ports and front panel aux input boss bv9958b,car stereos,,,180.0,"-{'fm', 'dvd', 'am', 'audio', '-', 'in-dash', 'single-din', 'mp3', 'cd'}",rtable_title,7,0@1468#1@22094,0.0016975421
22,1468,boss audio bv9958b - single-din in-dash dvd mp3 cd am fm receiver with full detachable 7 widescreen touchscreen tft monitor usb and sd memory card ports and front panel aux input boss bv9958b,car stereos,,,180.0,22095,boss audio bv9958b - single-din in-dash dvd mp3 cd am fm,car stereos,,,180.0,"-{'aux', 'with', 'monitor', 'card', 'full', 'panel', 'receiver', 'touchscreen', 'detachable', 'widescreen', 'usb', 'front', '7', 'input', 'and', 'tft', 'sd', 'memory', 'ports'}",rtable_title,7,0@1468#1@22095,0.020810649
23,1468,boss audio bv9958b - single-din in-dash dvd mp3 cd am fm receiver with full detachable 7 widescreen touchscreen tft monitor usb and sd memory card ports and front panel aux input boss bv9958b,car stereos,,,180.0,22096,with full detachable 7 widescreen touchscreen tft monitor usb and sd memory card ports and front panel aux input boss bv9958b,car stereos,,,180.0,"-{'fm', 'dvd', 'am', 'receiver', 'audio', '-', 'in-dash', 'single-din', 'mp3', 'cd'}",rtable_title,7,0@1468#1@22096,0.0026828798
24,1468,boss audio bv9958b - single-din in-dash dvd mp3 cd am fm receiver with full detachable 7 widescreen touchscreen tft monitor usb and sd memory card ports and front panel aux input boss bv9958b,car stereos,,,180.0,22097,boss audio bv9958b - single-din in-dash dvd mp3 cd am fm receiver,car stereos,,,180.0,"-{'aux', 'with', 'monitor', 'card', 'full', 'panel', 'touchscreen', 'detachable', 'widescreen', 'usb', 'front', '7', 'input', 'and', 'tft', 'sd', 'memory', 'ports'}",rtable_title,7,0@1468#1@22097,0.0214308
25,1468,boss audio bv9958b - single-din in-dash dvd mp3 cd am fm receiver with full detachable 7 widescreen touchscreen tft monitor usb and sd memory card ports and front panel aux input boss bv9958b,car stereos,,,180.0,22098,full detachable 7 widescreen touchscreen tft monitor usb and sd memory card ports and front panel aux input boss bv9958b,car stereos,,,180.0,"-{'with', 'fm', 'dvd', 'am', 'receiver', 'audio', '-', 'in-dash', 'single-din', 'mp3', 'cd'}",rtable_title,7,0@1468#1@22098,0.0029007571
26,1468,boss audio bv9958b - single-din in-dash dvd mp3 cd am fm receiver with full detachable 7 widescreen touchscreen tft monitor usb and sd memory card ports and front panel aux input boss bv9958b,car stereos,,,180.0,22099,boss audio bv9958b - single-din in-dash dvd mp3 cd am fm receiver with,car stereos,,,180.0,"-{'aux', 'monitor', 'card', 'full', 'panel', 'touchscreen', 'detachable', 'widescreen', 'usb', 'front', '7', 'input', 'and', 'tft', 'sd', 'memory', 'ports'}",rtable_title,7,0@1468#1@22099,0.018693509
27,1468,boss audio bv9958b - single-din in-dash dvd mp3 cd am fm receiver with full detachable 7 widescreen touchscreen tft monitor usb and sd memory card ports and front panel aux input boss bv9958b,car stereos,,,180.0,22100,detachable 7 widescreen touchscreen tft monitor usb and sd memory card ports and front panel aux input boss bv9958b,car stereos,,,180.0,"-{'with', 'full', 'fm', 'dvd', 'am', 'receiver', 'audio', '-', 'in-dash', 'single-din', 'mp3', 'cd'}",rtable_title,7,0@1468#1@22100,0.003583211
28,1468,boss audio bv9958b - single-din in-dash dvd mp3 cd am fm receiver with full detachable 7 widescreen touchscreen tft monitor usb and sd memory card ports and front panel aux input boss bv9958b,car stereos,,,180.0,22101,boss audio bv9958b - single-din in-dash dvd mp3 cd am fm receiver with full,car stereos,,,180.0,"-{'aux', 'monitor', 'card', 'panel', 'touchscreen', 'detachable', 'widescreen', 'usb', 'front', '7', 'input', 'and', 'tft', 'sd', 'memory', 'ports'}",rtable_title,7,0@1468#1@22101,0.015186573
29,1468,boss audio bv9958b - single-din in-dash dvd mp3 cd am fm receiver with full detachable 7 widescreen touchscreen tft monitor usb and sd memory card ports and front panel aux input boss bv9958b,car stereos,,,180.0,22102,7 widescreen touchscreen tft monitor usb and sd memory card ports and front panel aux input boss bv9958b,car stereos,,,180.0,"-{'with', 'full', 'fm', 'dvd', 'am', 'receiver', 'audio', '-', 'in-dash', 'detachable', 'single-din', 'mp3', 'cd'}",rtable_title,7,0@1468#1@22102,0.0057288096
30,1468,boss audio bv9958b - single-din in-dash dvd mp3 cd am fm receiver with full detachable 7 widescreen touchscreen tft monitor usb and sd memory card ports and front panel aux input boss bv9958b,car stereos,,,180.0,22103,boss audio bv9958b - single-din in-dash dvd mp3 cd am fm receiver with full detachable,car stereos,,,180.0,"-{'aux', 'monitor', 'card', 'panel', 'touchscreen', 'widescreen', 'usb', 'front', '7', 'input', 'and', 'tft', 'sd', 'memory', 'ports'}",rtable_title,7,0@1468#1@22103,0.011369779
31,1468,boss audio bv9958b - single-din in-dash dvd mp3 cd am fm receiver with full detachable 7 widescreen touchscreen tft monitor usb and sd memory card ports and front panel aux input boss bv9958b,car stereos,,,180.0,22104,widescreen touchscreen tft monitor usb and sd memory card ports and front panel aux input boss bv9958b,car stereos,,,180.0,"-{'with', 'full', 'fm', 'dvd', 'am', 'receiver', 'audio', '-', 'in-dash', 'detachable', '7', 'single-din', 'mp3', 'cd'}",rtable_title,7,0@1468#1@22104,0.007041319
32,1468,boss audio bv9958b - single-din in-dash dvd mp3 cd am fm receiver with full detachable 7 widescreen touchscreen tft monitor usb and sd memory card ports and front panel aux input boss bv9958b,car stereos,,,180.0,22105,boss audio bv9958b - single-din in-dash dvd mp3 cd am fm receiver with full detachable 7,car stereos,,,180.0,"-{'aux', 'card', 'panel', 'sd', 'widescreen', 'ports', 'usb', 'front', 'input', 'and', 'tft', 'touchscreen', 'memory', 'monitor'}",rtable_title,7,0@1468#1@22105,0.0074613495
33,1468,boss audio bv9958b - single-din in-dash dvd mp3 cd am fm receiver with full detachable 7 widescreen touchscreen tft monitor usb and sd memory card ports and front panel aux input boss bv9958b,car stereos,,,180.0,22106,touchscreen tft monitor usb and sd memory card ports and front panel aux input boss bv9958b,car stereos,,,180.0,"-{'with', 'full', 'fm', 'dvd', 'am', 'receiver', 'audio', '-', 'in-dash', 'detachable', 'widescreen', 'cd', '7', 'single-din', 'mp3'}",rtable_title,7,0@1468#1@22106,0.017911514
34,1468,boss audio bv9958b - single-din in-dash dvd mp3 cd am fm receiver with full detachable 7 widescreen touchscreen tft monitor usb and sd memory card ports and front panel aux input boss bv9958b,car stereos,,,180.0,22107,boss audio bv9958b - single-din in-dash dvd mp3 cd am fm receiver with full detachable 7 widescreen,car stereos,,,180.0,"-{'aux', 'card', 'panel', 'sd', 'ports', 'usb', 'front', 'input', 'and', 'tft', 'touchscreen', 'memory', 'monitor'}",rtable_title,7,0@1468#1@22107,0.0047204234
35,1468,boss audio bv9958b - single-din in-dash dvd mp3 cd am fm receiver with full detachable 7 widescreen touchscreen tft monitor usb and sd memory card ports and front panel aux input boss bv9958b,car stereos,,,180.0,22108,tft monitor usb and sd memory card ports and front panel aux input boss bv9958b,car stereos,,,180.0,"-{'with', 'full', 'fm', 'dvd', 'am', 'receiver', 'audio', 'touchscreen', '-', 'in-dash', 'detachable', 'widescreen', 'cd', '7', 'single-din', 'mp3'}",rtable_title,7,0@1468#1@22108,0.022388084
36,1468,boss audio bv9958b - single-din in-dash dvd mp3 cd am fm receiver with full detachable 7 widescreen touchscreen tft monitor usb and sd memory card ports and front panel aux input boss bv9958b,car stereos,,,180.0,22109,boss audio bv9958b - single-din in-dash dvd mp3 cd am fm receiver with full detachable 7 widescreen touchscreen,car stereos,,,180.0,"-{'aux', 'card', 'panel', 'ports', 'usb', 'front', 'input', 'and', 'tft', 'sd', 'memory', 'monitor'}",rtable_title,7,0@1468#1@22109,0.0070854635
37,1468,boss audio bv9958b - single-din in-dash dvd mp3 cd am fm receiver with full detachable 7 widescreen touchscreen tft monitor usb and sd memory card ports and front panel aux input boss bv9958b,car stereos,,,180.0,22110,monitor usb and sd memory card ports and front panel aux input boss bv9958b,car stereos,,,180.0,"-{'with', 'full', 'fm', 'dvd', 'am', 'receiver', 'audio', 'touchscreen', '-', 'in-dash', 'detachable', 'widescreen', 'cd', '7', 'single-din', 'tft', 'mp3'}",rtable_title,7,0@1468#1@22110,0.015908884
